COMMUNE,ZIP code,index ,Coordinates Debut,Latitude Debut,Longitude Debut,index,Coordinates Fin,Latitude Fin,Longitude Fin,Distance en KM,TRT (min) at 0,TRT (min) at 1,TRT (min) at 2,TRT (min) at 3,TRT (min) at 4,TRT (min) at 5,TRT (min) at 6,TRT (min) at 7,TRT (min) at 8,TRT (min) at 9,TRT (min) at 10,TRT (min) at 11,TRT (min) at 12,TRT (min) at 13,TRT (min) at 14,TRT (min) at 15,TRT (min) at 16,TRT (min) at 17,TRT (min) at 18,TRT (min) at 19,TRT (min) at 20,TRT (min) at 21,TRT (min) at 22,TRT (min) at 23,TTI (min) at 0,TTI (min) at 1,TTI (min) at 2,TTI (min) at 3,TTI (min) at 4,TTI (min) at 5,TTI (min) at 6,TTI (min) at 7,TTI (min) at 8,TTI (min) at 9,TTI (min) at 10,TTI (min) at 11,TTI (min) at 12,TTI (min) at 13,TTI (min) at 14,TTI (min) at 15,TTI (min) at 16,TTI (min) at 17,TTI (min) at 18,TTI (min) at 19,TTI (min) at 20,TTI (min) at 21,TTI (min) at 22,TTI (min) at 23
Assoukhour Assawda,20320,18,"33.570040783026194,-7.586369622373369",33.570040783026194,-7.586369622373369,15,"33.60744498126024,-7.594817038083934",33.60744498126024,-7.594817038083934,8908.0,21717.0,21933.0,22017.0,22617.0,22.9,22933.0,22733.0,22633.0,22833.0,23017.0,23833.0,24.55,24.6,24.05,23817.0,23017.0,23633.0,24833.0,24683.0,24.3,23.85,23167.0,20633.0,22417.0,2.43788355036671,2.46220625654842,2.47156114354138,2.96301148521769,2.58786303537122,2.59162993935284,2.97829599545831,2.55772780351828,2.99139700423599,3.01541552032839,2.94057166358215,2.77432478246129,3.22284815930826,3.15079261103104,2.96006297124865,2.8606346839009,3.05498104102033,2.7877563239036,3.06777694920871,2.72788504714863,2.69521979884732,2.61799826722416,2.70317481112712,2.53324292763777
Assoukhour Assawda,20320,18,"33.570040783026194,-7.586369622373369",33.570040783026194,-7.586369622373369,16,"33.59975258522957,-7.598277515736249",33.59975258522957,-7.598277515736249,5205.0,17.2,17483.0,17567.0,17017.0,17.3,17317.0,17133.0,17117.0,17.25,17417.0,17633.0,17233.0,18.8,18667.0,17883.0,17.45,18167.0,19033.0,19.25,18.95,18.25,17.5,14483.0,17633.0,3.30451488952929,2.30711709334037,2.31811383830386,2.69977259506055,2.30083787737731,2.30305448419559,2.71828229943413,2.2764552023762,2.73679200380771,2.7632344386271,3.36001016260162,2.75336848271821,2.96202930518355,3.30734703519962,2.85721893806252,2.59827278141751,2.83588302632948,3.62677845528455,2.86628945801072,2.5006598046978,2.42718446601941,3.36667949211235,2.56614694070399,3.39233038348082
Assoukhour Assawda,20320,18,"33.570040783026194,-7.586369622373369",33.570040783026194,-7.586369622373369,17,"33.58691859602058,-7.598608381573141",33.58691859602058,-7.598608381573141,3.76,10383.0,10717.0,10767.0,9667.0,10033.0,9.85,9733.0,10.0,9717.0,9867.0,12017.0,11.8,11033.0,9.65,10417.0,10733.0,10417.0,10.2,11717.0,11.25,10.65,10867.0,8333.0,9.75,2.76152482269503,2.85017730496453,2.86347517730496,2.61190669188507,2.71097901468071,2.66144285328289,2.62991984148428,2.70197243988111,2.62541655408448,2.66594614068269,3.1959219858156,3.16353887399463,2.98117625866882,2.60740340448527,2.81455462487615,2.90011708547239,2.73834560112162,2.7127659574468,3.1658110420607,2.99202127659574,2.87760064847338,2.90164663996439,2.25164369990092,2.63442312888408
Assoukhour Assawda,20320,18,"33.570040783026194,-7.586369622373369",33.570040783026194,-7.586369622373369,19,"33.60065834643184,-7.586993050577685",33.60065834643184,-7.586993050577685,6694.0,13.45,14733.0,14.7,14367.0,14183.0,14383.0,14417.0,14033.0,15.95,15.35,15817.0,15633.0,16.3,15.7,17017.0,14633.0,15.85,16.1,17283.0,15867.0,15017.0,14517.0,12.7,13867.0,2.00926202569465,2.20097599840653,2.19599641469973,2.16528510424516,2.13765385581512,2.16779703592062,2.17282089927153,2.11504647073599,2.67527675276752,2.31348907309721,2.3628124688776,2.35619191158,2.45666917859834,2.36623963828183,2.56468224064305,2.20547601105249,2.3677920525844,2.40513893038542,2.60487314745038,2.3702818444378,2.26325043958804,2.18789248932429,1.91409193669932,2.08992715398141
Assoukhour Assawda,20320,19,"33.60065834643184,-7.586993050577685",33.60065834643184,-7.586993050577685,15,"33.60744498126024,-7.594817038083934",33.60744498126024,-7.594817038083934,3068.0,8133.0,8083.0,8.1,9317.0,9117.0,9367.0,9333.0,9233.0,9.35,9067.0,9.35,9267.0,9167.0,9167.0,9683.0,9.2,9.4,9317.0,9.25,9.2,9117.0,9433.0,8.85,9267.0,2.65102129508909,2.63472403302911,2.64015645371577,3.0367231638418,2.97153411560191,3.05302042590178,3.04215558452846,3.00956106040851,3.04758800521512,2.95523685354193,3.04758800521512,3.02042590178183,2.98783137766188,2.98783137766188,3.15623641894828,2.9986962190352,3.06388526727509,3.0367231638418,3.01499348109517,2.9986962190352,2.97153411560191,3.07475010864841,2.88461538461538,3.02042590178183
Assoukhour Assawda,20320,19,"33.60065834643184,-7.586993050577685",33.60065834643184,-7.586993050577685,16,"33.59975258522957,-7.598277515736249",33.59975258522957,-7.598277515736249,1738.0,3633.0,3633.0,3.65,3717.0,3517.0,3767.0,3733.0,3583.0,3.75,3467.0,3817.0,3667.0,3.6,3567.0,3.65,3633.0,3.8,3.65,3.65,3617.0,3.55,3833.0,3.25,3667.0,2.09052550824702,2.09052550824702,2.10011507479861,2.13847334100498,2.02339854238588,2.16724204065976,2.14806290755657,2.06175680859225,2.15765247410817,1.9946298427311,2.19601074031453,2.10970464135021,2.07134637514384,2.05216724204066,2.10011507479861,2.09052550824702,2.18642117376294,2.10011507479861,2.10011507479861,2.08093594169543,2.04257767548906,2.20560030686613,1.86996547756041,2.10970464135021
Assoukhour Assawda,20320,19,"33.60065834643184,-7.586993050577685",33.60065834643184,-7.586993050577685,17,"33.58691859602058,-7.598608381573141",33.58691859602058,-7.598608381573141,2.39,6233.0,6.5,6533.0,6.55,6.5,6.55,6.55,6467.0,6117.0,6983.0,6.65,5783.0,6.25,6733.0,6333.0,6.25,6433.0,8.7,7083.0,6367.0,6183.0,6133.0,5933.0,6.05,2.60808926080892,2.71966527196652,2.73361227336122,2.74058577405857,2.71966527196652,2.74058577405857,2.74058577405857,2.70571827057182,2.55927475592747,2.92189679218967,2.61296660117878,2.41980474198047,2.61506276150627,2.64571054354944,2.64993026499302,2.61506276150627,2.69177126917712,3.75485541648683,2.96373779637377,2.66387726638772,2.58716875871687,2.56624825662482,2.33136869679109,2.53138075313807
Assoukhour Assawda,20320,19,"33.60065834643184,-7.586993050577685",33.60065834643184,-7.586993050577685,18,"33.570040783026194,-7.586369622373369",33.570040783026194,-7.586369622373369,6066.0,14783.0,14117.0,15517.0,16167.0,16033.0,15767.0,15833.0,16117.0,15267.0,15833.0,16.6,16217.0,16133.0,16567.0,14683.0,15.55,15733.0,17.8,18683.0,18.0,15483.0,15917.0,14467.0,14.9,2.43708099791185,2.23683515554851,2.5626204238921,2.56166481804257,2.64794935315166,2.49828342048275,2.61491879988989,2.6617120836774,2.51676008352566,2.91858678955453,2.63032799873237,2.56958749273754,3.07418699186991,3.05376344086021,2.32662546875825,2.46395183013785,2.59369161446312,2.9118272533944,3.56008638211382,3.2792858444161,2.45338826387788,2.62391471590284,2.41352463574685,2.46077621800165
Ben Msick,20023,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,1503.0,4.15,4.05,4167.0,4883.0,4883.0,4883.0,4883.0,4883.0,5167.0,4.9,4.8,3817.0,4967.0,4867.0,4.75,4167.0,4833.0,5.2,5283.0,5.7,4.85,4717.0,4833.0,4833.0,2.76114437791084,2.69461077844311,2.77223331115546,3.2148343208251,3.2148343208251,3.2148343208251,3.2148343208251,3.2148343208251,3.40136054421768,3.2258064516129,3.15997366688611,2.40951178451178,3.2696949747641,3.2038621900373,3.12705727452271,2.3251488095238,3.1819179284617,3.42330480579328,3.47816545973228,3.75246872942725,3.1928900592495,3.10511301294711,3.1819179284617,3.1819179284617
Ben Msick,20023,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,2034.0,5.7,5.85,5717.0,5.45,6033.0,6033.0,4967.0,5733.0,5183.0,5267.0,5267.0,5667.0,6683.0,5383.0,6.8,5417.0,6433.0,6.25,6.45,6367.0,5767.0,4933.0,5.45,5617.0,2.8023598820059,2.8775209050664,2.8119363830136,2.67944936086529,2.96769962288899,2.96769962288899,2.44302344646663,2.81874795149131,2.54834480498197,2.58931497869551,2.58931497869551,2.78597181252048,3.28742416789637,2.62858072916666,3.34481062469257,2.36638998106887,3.16289741068502,3.07427447122479,3.17109144542772,3.13166092802098,2.83513602097672,2.42543428384136,2.67944936086529,2.45483682983682
Ben Msick,20023,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,0.902,2.0,2.0,2.0,2233.0,2267.0,2267.0,2.25,2267.0,1967.0,2267.0,2.25,2217.0,2.3,2.3,2233.0,2.35,2.25,2.45,2183.0,2.35,2267.0,2283.0,2.25,2.3,2.21729490022172,2.21729490022172,2.21729490022172,2.47597930524759,2.51293422025129,2.51293422025129,2.49445676274944,2.51293422025129,2.18033998521803,2.51293422025129,2.49445676274944,2.45750184774575,2.54988913525498,2.54988913525498,2.47597930524759,2.03287197231833,2.49445676274944,2.71618625277161,2.42054693274205,2.60532150776053,2.51293422025129,2.53141167775314,2.49445676274944,1.98961937716262
Ben Msick,20023,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,1717.0,4.3,4.5,4.5,4517.0,4517.0,4517.0,4517.0,4517.0,4483.0,4767.0,4783.0,4333.0,4667.0,4217.0,4683.0,4033.0,4.35,4533.0,4.6,4617.0,4.6,4.5,4383.0,4117.0,2.50436808386721,2.62085032032615,2.62085032032615,2.63055717336439,2.63055717336439,2.63055717336439,2.63055717336439,2.63055717336439,2.6111434672879,2.77615996893807,2.69180266366535,2.4330900243309,2.7179188507086,2.45583381867598,2.72762570374684,2.34905843525529,2.65243902439024,2.64026402640264,2.67909143855562,2.68879829159386,2.67909143855562,2.62085032032615,2.55290234905843,2.39759270044651
Ben Msick,20023,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,1619.0,4.25,4.2,4.15,4667.0,4717.0,4717.0,4683.0,4.55,3933.0,4.6,4567.0,4.75,4.25,5.8,4267.0,4833.0,5283.0,4817.0,4183.0,4067.0,4733.0,4617.0,4583.0,4633.0,2.62507720815318,2.59419394688079,2.5633106856084,2.88243771875643,2.91332098002882,2.91332098002882,2.89273213918056,2.81037677578752,2.39253852392538,2.84126003705991,2.82067119621165,2.93390982087708,2.62507720815318,3.58245830759728,2.63537162857731,2.98538192299773,3.26333127444924,2.9750875025736,2.58389952645666,2.47364152473641,2.92361540045295,2.85155445748404,2.83096561663578,2.86184887790817
Ben Msick,20023,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,1948.0,6.3,6233.0,6167.0,5617.0,6383.0,6383.0,5467.0,5933.0,5883.0,5817.0,5.7,6083.0,6617.0,8383.0,7617.0,5867.0,7.65,7117.0,7.45,6767.0,6117.0,5217.0,5.8,5.85,3.23408624229979,3.19986310746064,3.16401573456473,2.88329911019849,3.27518385496836,3.27686516084873,2.80485719172225,3.0442962202839,2.9728819268991,2.98596851471594,2.92607802874743,3.12286105407255,3.39839068652627,4.30576956000684,3.91200136962848,3.01009064477509,3.86949924127465,3.65144518556524,3.82639958911145,3.42096393663633,3.13997262149212,2.67796030116358,2.97741273100616,3.00308008213552
Ben Msick,20023,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,1.58,4217.0,4.15,4117.0,4183.0,4267.0,4267.0,4233.0,4117.0,3.6,4167.0,4083.0,4.15,3817.0,5.2,3.75,4317.0,4.45,4.45,4.05,4417.0,4267.0,4167.0,4.1,4.1,2.66877637130801,2.62658227848101,2.60548523206751,2.64767932489451,2.70042194092827,2.70042194092827,2.67932489451476,2.60548523206751,2.23602484472049,2.63713080168776,2.584388185654,2.62658227848101,2.41561181434599,3.29113924050632,2.37341772151898,2.73206751054852,2.7639751552795,2.81645569620253,2.5632911392405,2.74327122153209,2.70042194092827,2.63713080168776,2.59493670886075,2.59493670886075
Ben Msick,20023,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,2557.0,7783.0,7717.0,7.65,7.25,7933.0,7883.0,7133.0,7467.0,5.7,7083.0,7.65,7533.0,7867.0,6.9,6.35,7.3,7.05,7.1,6717.0,7.0,7717.0,6833.0,7217.0,7133.0,3.04393169078347,3.01785947073393,2.99178725068439,2.83535393038717,3.10259418589492,3.08304002085777,2.78972754530048,2.92008864554816,2.16565349544072,2.77017338026332,2.99178725068439,2.9461608655977,3.07652196584539,2.83367556468172,2.58655804480651,2.85490809542432,2.87169042769857,2.89323553382233,2.73591310251188,2.8169014084507,3.01785947073393,2.67240255507756,2.8223178203624,2.78972754530048
Ben Msick,20023,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,2.16,6.55,6533.0,6567.0,7.1,7.1,7.1,7.1,7067.0,7083.0,6.5,7533.0,6867.0,7.95,8017.0,6767.0,7167.0,8.05,7.65,7583.0,6917.0,7.3,5783.0,6367.0,6733.0,3.0324074074074,3.02469135802469,3.04012345679012,3.29772410589874,3.29772410589874,3.29772410589874,3.29772410589874,3.28224183310109,3.28998296949992,3.0190431955411,3.48765432098765,3.18934819631521,3.68055555555555,3.71141975308642,3.13271604938271,3.32868865149403,3.73896888063167,3.54166666666666,3.5108024691358,3.21257160551168,3.37962962962962,2.6861743303917,2.95711410435051,3.12741910512463
Ben Msick,20023,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,1846.0,6.0,5883.0,6.0,6.3,6.3,6.3,6.3,6.0,6.25,5683.0,6617.0,6317.0,6967.0,6483.0,5933.0,6683.0,5933.0,7.2,7233.0,7317.0,6183.0,5217.0,5533.0,6.05,3.25027085590465,3.18707114481762,3.25027085590465,3.42577487765089,3.42577487765089,3.42577487765089,3.42577487765089,3.2626427406199,3.39858618814573,3.09044770708718,3.58432647165041,3.43483777415261,3.77392560491152,3.51781515644782,3.21415673528349,3.6342214971905,3.2316630355846,3.90032502708559,3.91838208739617,3.97861156425593,3.34958468761285,2.83668660503897,3.00888163857168,3.28983143012506
Ben Msick,20023,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,1304.0,4733.0,4733.0,4733.0,4.3,4317.0,4.25,4283.0,4283.0,4183.0,3.6,4383.0,4533.0,5.0,5383.0,4683.0,4183.0,4.8,5083.0,4883.0,4833.0,4483.0,4317.0,4083.0,3833.0,3.62985685071574,3.62985685071574,3.62985685071574,2.86475682878081,2.87586053741949,2.83144570286475,2.85365312014212,2.85365312014212,2.78703086831001,2.39840106595602,2.9047934614535,3.0202087497224,3.315649867374,3.56984969053934,3.10565870910698,2.78703086831001,3.19786808794137,3.37314753373147,3.23828470380194,3.22007550521874,2.97303271441202,2.87586053741949,2.7204086164779,2.55385298689762
Ben Msick,20023,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,1541.0,4.5,4.5,4483.0,4.3,4.3,4233.0,4267.0,4267.0,4133.0,3.5,4983.0,4483.0,4783.0,5.9,4683.0,4533.0,4767.0,4.85,4917.0,4767.0,4467.0,4233.0,4033.0,3717.0,2.92018170019467,2.92018170019467,2.90936621241618,2.80312907431551,2.80312907431551,2.75966970882225,2.78139939156888,2.78139939156888,2.69448066058235,2.28161668839634,3.23383084577114,2.92264232942199,3.10404499242915,3.43222803955788,3.03915206575816,2.94181267575167,3.10734463276836,3.14730694354315,3.19056889465714,3.10734463276836,2.89855072463768,2.75966970882225,2.62929161234245,2.42285962624945
Ben Msick,20023,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,1039.0,2217.0,2233.0,2233.0,2.35,2.35,2.35,2.35,2333.0,2367.0,2383.0,3367.0,2367.0,2467.0,2.3,2.25,2.3,2.3,2317.0,2267.0,2317.0,2.4,2283.0,2183.0,2217.0,2.13346166185434,2.14950272698107,2.14950272698107,2.26179018286814,2.26179018286814,2.26179018286814,2.26179018286814,2.24574911774141,2.27783124799486,2.29387231312159,3.24029515559833,2.27783124799486,2.37407763875521,2.21366698748796,2.16554379210779,2.21366698748796,2.21366698748796,2.22970805261469,2.18158485723452,2.22970805261469,2.30991337824831,2.19762592236124,2.10137953160089,2.13346166185434
Ben Msick,20023,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,1373.0,3583.0,3483.0,3583.0,3.75,3767.0,3767.0,3167.0,3467.0,3733.0,3517.0,3483.0,3967.0,3583.0,4267.0,3.55,4017.0,3867.0,3533.0,4317.0,4.55,3567.0,3883.0,3483.0,3.75,2.60985676134984,2.53702354940519,2.60985676134984,2.73124544792425,2.74338431658169,2.74338431658169,2.30638504491381,2.52488468074775,2.71910657926681,2.56130128672007,2.53702354940519,2.88905074047098,2.60985676134984,3.33073119958365,2.58557902403496,2.92546734644331,2.81621752852634,2.57344015537751,3.14396698227725,3.31391114348142,2.5977178926924,2.82835639718378,2.53702354940519,2.73124544792425
Ben Msick,20023,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,1131.0,3683.0,3.75,3583.0,3183.0,3.75,3.75,2.35,3.7,3283.0,2.9,2883.0,3.45,4.35,4.2,3283.0,3317.0,4383.0,3817.0,4517.0,4.0,3383.0,2567.0,3017.0,3183.0,3.25670498084291,3.315649867374,3.16828765104627,2.81461833185971,3.31858407079646,3.31858407079646,2.07780725022104,3.27433628318584,2.90560471976401,2.56410256410256,2.54936634246979,3.05039787798408,3.84955752212389,3.71352785145888,2.5671097211363,2.93510324483775,3.87905604719764,3.37758112094395,3.99705014749262,3.53982300884955,2.99145299145299,2.26937813144709,2.66725611553197,2.81461833185971
Ben Msick,20023,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,1461.0,3.05,3.05,3.05,4033.0,4033.0,4033.0,3933.0,4017.0,4.0,3217.0,4017.0,3.35,3933.0,3767.0,4017.0,4.0,3967.0,3.8,4117.0,4167.0,4.05,3983.0,3983.0,3.9,2.08761122518822,2.08761122518822,2.08761122518822,2.76445053689741,2.76445053689741,2.76445053689741,2.69591044094128,2.75302718757139,2.74160383824537,2.1971766848816,2.75302718757139,2.29138166894664,2.69591044094128,2.57990867579908,2.75302718757139,2.74160383824537,2.71875713959332,2.6045236463331,2.82156728352753,2.85583733150559,2.77587388622344,2.73018048891935,2.73018048891935,2.67306374228923
Ben Msick,20023,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,20,"33.54280456391236,-7.592916865060728",33.54280456391236,-7.592916865060728,1.57,3533.0,3733.0,3733.0,3.75,3.75,3617.0,3.6,3567.0,3.7,3.8,3783.0,3583.0,4.1,3.8,3.9,3767.0,3.75,3783.0,5.25,3917.0,3767.0,3583.0,3617.0,3183.0,2.25053078556263,2.37791932059447,2.37791932059447,2.28658536585365,2.28658536585365,2.20528455284552,2.19512195121951,2.17479674796748,2.25609756097561,2.3170731707317,2.30691056910569,2.18495934959349,2.5,2.3170731707317,2.48407643312101,2.29674796747967,2.28658536585365,2.30691056910569,3.20121951219512,2.38821138211382,2.29674796747967,2.18495934959349,2.20528455284552,1.9410569105691
Ben Msick,20023,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,21,"33.55127435043131,-7.58723626974825",33.55127435043131,-7.58723626974825,2491.0,7067.0,7083.0,7217.0,7617.0,7617.0,7617.0,7617.0,7533.0,7.45,7.4,7.75,8.0,8183.0,7067.0,7267.0,7033.0,6583.0,7.95,7067.0,8.9,7.55,6.3,7267.0,7417.0,2.83687943262411,2.84357018600294,2.89709621303358,3.05767429412551,3.05767429412551,3.05767429412551,3.05767429412551,3.02422052723136,2.99076676033721,2.97069450020072,3.11120032115616,3.21156162183861,3.28515990900575,3.00709219858156,2.91716847317007,2.79877967900252,2.80141843971631,3.19148936170212,3.00709219858156,3.57286230429546,3.03091128061019,2.52910477719791,2.91716847317007,2.97738525357955
Ben Msick,20023,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,22,"33.53989839731031,-7.576892643969408",33.53989839731031,-7.576892643969408,1509.0,3867.0,3983.0,4017.0,3767.0,4.05,3.8,3883.0,4183.0,3867.0,3767.0,3683.0,3.8,4433.0,4.3,3833.0,4.4,4617.0,4083.0,4283.0,4.75,3783.0,3.65,3417.0,3667.0,2.56240335763198,2.63971725204329,2.66180693616081,2.49778956675508,2.68745852687458,2.51989389920424,2.57686352576863,2.77593452775934,2.56580402565804,2.49778956675508,2.44252873563218,2.51989389920424,2.94182702941827,2.85145888594164,2.5419982316534,2.91970802919708,3.06348153063481,2.70957752709577,2.70241850683491,3.15195753151957,2.50884173297966,2.42042440318302,2.2656940760389,2.4314765694076
Ben Msick,20023,24,"33.536287806029854,-7.583964839552067",33.536287806029854,-7.583964839552067,23,"33.54279982987987,-7.585143142577575",33.54279982987987,-7.585143142577575,1345.0,3383.0,3383.0,3383.0,3.65,3.7,3667.0,3.7,3.7,3.7,3683.0,3867.0,3717.0,3733.0,3.3,3.75,3.6,3.65,3767.0,3.75,3933.0,3.7,3683.0,3.65,3583.0,2.51548946716233,2.51548946716233,2.51548946716233,2.71375464684014,2.75092936802973,2.72614622057001,2.75092936802973,2.75092936802973,2.75092936802973,2.73853779429987,2.87484510532837,2.7633209417596,2.77571251548946,2.10459183673469,2.78810408921933,2.67657992565055,2.71375464684014,2.80049566294919,2.78810408921933,2.92441140024783,2.75092936802973,2.73853779429987,2.71375464684014,2.66418835192069
Bou Chentouf,20500,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,26,"33.5612239916881,-7.602434066270029",33.5612239916881,-7.602434066270029,2005.0,5.55,5883.0,5983.0,5483.0,5467.0,5483.0,5483.0,4.95,5133.0,5617.0,6.2,5617.0,5.5,5.5,6133.0,6017.0,5733.0,5.4,5533.0,5467.0,5.35,5283.0,4867.0,5.35,2.76807980049875,2.74537253072017,2.79203608648312,2.73482959268495,2.7265170407315,2.73482959268495,2.73482959268495,2.46882793017456,2.56026600166251,2.80133000831255,2.89314045730284,2.51868460388639,2.7431421446384,2.7431421446384,3.05901911886949,3.00083125519534,2.8595178719867,2.6932668329177,2.7597672485453,2.7265170407315,2.66832917705735,2.63507896924355,2.42726517040731,2.66832917705735
Bou Chentouf,20500,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,27,"33.55110680622544,-7.606628807644618",33.55110680622544,-7.606628807644618,1.35,2817.0,3117.0,3883.0,2833.0,2833.0,2767.0,2.85,2.85,2.85,3767.0,2833.0,2917.0,2.8,3683.0,2.85,3617.0,2867.0,3017.0,2933.0,2.85,2717.0,2767.0,3.05,2817.0,2.08641975308641,2.79521674140508,3.17525211229217,2.54110612855007,2.54110612855007,2.4813153961136,2.55605381165919,2.55605381165919,2.55605381165919,3.07985827200872,2.54110612855007,2.61584454409566,2.51121076233183,3.01171981466339,2.55605381165919,2.65151515151515,2.57100149476831,2.46661215590079,2.63079222720478,2.55605381165919,2.43647234678624,2.4813153961136,2.49386753883892,2.52615844544095
Bou Chentouf,20500,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,1675.0,5.4,5733.0,5.7,4.55,5333.0,4367.0,5.5,5417.0,5867.0,5333.0,6.05,6.55,6233.0,5933.0,6.3,7733.0,5317.0,6083.0,5067.0,6483.0,5.75,4.95,4.55,5233.0,3.22388059701492,3.4228855721393,3.40298507462686,2.71641791044776,3.18407960199004,2.60696517412935,3.28358208955223,3.23383084577114,3.50248756218905,3.18407960199004,3.61194029850746,3.91044776119402,3.72139303482587,3.54228855721393,3.76119402985074,4.61691542288557,3.17412935323383,2.73162700194581,3.02487562189054,3.87064676616915,3.43283582089552,2.95522388059701,2.71641791044776,3.12437810945273
Bou Chentouf,20500,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,5.69,6267.0,6867.0,7617.0,7917.0,7933.0,7617.0,7.15,7567.0,11183.0,7867.0,7.35,7.9,7917.0,7933.0,7.55,7.75,7967.0,8.25,11033.0,13067.0,8917.0,7467.0,7183.0,6483.0,1.10134739308728,1.20679554774458,1.33860574106619,1.39132981839484,1.39425893380199,1.33860574106619,1.25659050966608,1.32981839484475,1.96543643819566,1.3825424721734,1.29173989455184,1.38840070298769,1.39132981839484,1.39425893380199,1.3268892794376,1.36203866432337,1.40011716461628,1.44991212653778,1.9198422365292,2.27365002030044,1.56707674282366,1.31224370240187,1.26244874048037,1.13942589338019
Bou Chentouf,20500,26,"33.5612239916881,-7.602434066270029",33.5612239916881,-7.602434066270029,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,1384.0,4167.0,4.05,3817.0,4567.0,4567.0,4567.0,4533.0,4417.0,3.7,4383.0,4483.0,4583.0,4383.0,5.25,4.5,4483.0,3483.0,4.65,3433.0,5533.0,4.55,4667.0,4183.0,4483.0,3.01059730250481,2.92630057803468,2.75770712909441,3.29961464354527,3.29961464354527,3.29961464354527,3.27552986512524,3.1912331406551,2.67341040462427,3.16714836223506,3.23940269749518,3.06782686300758,3.16714836223506,3.79335260115606,3.2514450867052,3.23940269749518,2.51685934489402,3.35982658959537,2.48073217726396,3.99807321772639,3.28757225433526,3.37186897880539,3.02263969171483,3.23940269749518
Bou Chentouf,20500,26,"33.5612239916881,-7.602434066270029",33.5612239916881,-7.602434066270029,27,"33.55110680622544,-7.606628807644618",33.55110680622544,-7.606628807644618,1788.0,5283.0,5267.0,4983.0,5.8,5783.0,5767.0,5.75,5617.0,4917.0,5567.0,5767.0,5933.0,5.7,6367.0,6067.0,5767.0,5533.0,5283.0,4.4,5.15,5983.0,5733.0,5233.0,5567.0,2.95488441461595,2.9455630126771,2.78709917971662,3.24384787472035,3.2345264727815,3.22520507084265,3.2158836689038,3.14131245339299,2.74981357196122,3.11334824757643,3.22520507084265,3.12609764664559,3.18791946308724,3.56077554064131,3.39299030574198,3.22520507084265,3.09470544369873,2.95488441461595,2.46085011185682,2.74520255863539,3.34638329604772,3.20656226696495,2.9269202087994,3.11334824757643
