COMMUNE,ZIP code,index,Coordinates Debut,Latitude Debut,Longitude Debut,index.1,Coordinates Fin,Latitude Fin,Longitude Fin,Distance en KM,TRT (min) at 0,TRT (min) at 1,TRT (min) at 2,TRT (min) at 3,TRT (min) at 4, TRT (min) at 5,TRT (min) at 6,TRT (min) at 7,TRT (min) at 8,TRT (min) at 9,TRT (min) at 10, TRT (min) at 11,TRT (min) at 12,TRT (min) at 13,TRT (min) at 14,TRT (min) at 15,TRT (min) at 16,TRT (min) at 17,TRT (min) at 18,TRT (min) at 19,TRT (min) at 20,TRT (min) at 21,TRT (min) at 22,TRT (min) at 23,TTI (min) at 0,TTI (min) at  1,TTI (min) at  2,TTI (min) at  3,TTI (min) at  4,TTI (min) at  5,TTI (min) at  6,TTI (min) at  7,TTI (min) at  8,TTI (min) at  9,TTI (min) at  10,TTI (min) at  11,TTI (min) at  12,TTI (min) at  13,TTI (min) at  14,TTI (min) at  15,TTI (min) at  16,TTI (min) at  17,TTI (min) at 18,TTI (min) at  19,TTI (min) at  20,TTI (min) at  21,TTI (min) at  22,TTI (min) at  23
Bou Chentouf,20500,27,"33.55110680622544,-7.606628807644618",33.55110680622544,-7.606628807644618,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,6726.0,6.917,7.883,6.75,8.417,7.967,8.517,7.5,7.35,10.217,8.3,13.2,7.933,8.267,7.967,7.717,7.85,8.917,10.117,11.217,15.067,7.617,7.35,7.2,7.4,1.02834770542174,1.17206858955297,1.00356824264049,1.25136287045296,1.1844583209436,1.26623054812171,1.11507582515611,1.09277430865298,1.51898106849043,1.23401724650609,2.01896604466197,1.17950242838735,1.22906135394984,1.1844583209436,1.14728912677173,1.16711269699672,1.3257012587967,1.50411339082168,1.66765784517791,2.24006343542472,1.13242144910298,1.09277430865298,1.07047279214986,1.10020814748736
Bou Chentouf,20500,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,1715.0,4.6,4.7,4.833,6.25,6.233,6.367,6.283,6.233,6.133,5.55,6.283,6.817,7.083,6.85,6.483,6.433,6.0,6.983,8.55,6.817,7.683,5.883,5.833,5.95,2.68221574344023,2.7405247813411,2.81827016520894,3.64431486880466,3.63459669582118,3.71234207968901,3.66375121477162,3.63459669582118,3.57628765792031,3.23615160349854,3.66375121477162,3.97473275024295,4.13022351797862,3.99416909620991,3.78036929057337,3.75121477162293,3.49854227405247,4.07191448007774,4.98542274052478,3.97473275024295,4.48007774538386,3.43051506316812,3.40136054421768,3.46938775510204
Bou Chentouf,20500,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,26,"33.5612239916881,-7.602434066270029",33.5612239916881,-7.602434066270029,1131.0,4.0,3.933,4.033,5.433,5.433,5.433,5.417,5.25,5.233,4.75,5.283,5.517,5.333,5.4,5.733,5.35,4.433,5.083,6.417,5.433,5.267,5.267,5.233,5.25,3.5366931918656,3.47774830533451,3.56616563513115,4.80400825228411,4.80400825228411,4.80400825228411,4.78927203065134,4.6419098143236,4.62717359269083,4.1998231653404,4.67138225758915,4.87768936044798,4.71559092248747,4.77453580901856,5.06926024167403,4.73032714412024,3.91983495431771,4.49454759799587,5.67344532861774,4.80400825228411,4.65664603595638,4.65664603595638,4.62717359269083,4.6419098143236
Bou Chentouf,20500,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,27,"33.55110680622544,-7.606628807644618",33.55110680622544,-7.606628807644618,1405.0,3.483,3.7,3.833,5.283,5.267,5.4,5.333,5.217,5.067,4.667,5.3,4.267,3.65,5.65,5.617,5.367,5.4,5.95,4.767,5.483,4.333,4.95,4.9,5.1,2.47924080664294,2.63345195729537,2.72835112692764,3.76037959667852,3.74851720047449,3.84341637010676,3.79596678529062,3.71293001186239,3.60616844602609,3.3214709371293,3.77224199288256,2.88093630429889,2.46455097906819,4.02135231316726,3.99762752075919,3.81969157769869,3.84341637010676,4.23487544483985,3.21854602745892,3.90272835112692,2.92595093405356,3.52313167259786,3.48754448398576,3.62989323843416
Bou Chentouf,20500,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,6454.0,7.2,7.217,7.117,9.65,9.617,9.633,8.717,8.667,11.133,8.8,14.617,9.65,10.75,9.383,9.35,9.233,10.25,10.583,13.7,15.517,9.933,8.367,8.117,8.5,1.11558723272389,1.11816961057741,1.10267534345625,1.49519677719243,1.49003202148538,1.49261439933891,1.35058361739489,1.34283648383431,1.72502840615638,1.36349550666253,2.38756397691386,1.49519677719243,1.66563371552525,1.45387873153599,1.44871397582894,1.43063733085425,1.58816237991943,1.63980993698998,2.12271459559962,2.40419378163412,1.5390972007024,1.29635368247081,1.2576180146679,1.31701270529903
Bou Chentouf,20500,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,25,"33.552638813319106,-7.598079673528729",33.552638813319106,-7.598079673528729,2459.0,3.8,4.433,4.333,5.217,5.317,5.25,5.45,5.15,5.35,5.117,6.333,4.517,5.267,5.283,5.65,4.8,5.433,5.25,5.317,6.35,6.1,4.6,4.367,4.5,1.60269928300295,1.86981583017011,1.82763953324898,2.20019682271896,2.24237311964009,2.21425558835934,2.2986081822016,2.17207929143821,2.25643188528047,2.15802052579783,2.67116547167158,1.85947577878413,2.16824481954164,2.1751063537807,2.38296077604386,2.02446225221425,2.2368601619322,2.16138328530259,2.24237311964009,2.58235054900365,2.57275411218894,1.94010965837199,1.84169829888935,1.89793336145086
Bou Chentouf,20500,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,26,"33.5612239916881,-7.602434066270029",33.5612239916881,-7.602434066270029,2399.0,4.383,4.683,4.633,6.033,6.283,5.85,6.233,4.733,6.033,6.433,6.233,6.317,8.65,7.0,6.067,6.817,6.683,5.683,6.0,6.55,6.417,5.717,5.833,5.25,1.82715020147283,1.9522023065166,1.9313602890093,2.51493677921356,2.61914686675003,2.43851604835348,2.59830484924274,1.97304432402389,2.51493677921356,2.68167291927191,2.59830484924274,2.63304154508823,2.49423298731257,2.91788245102125,2.52883145755175,2.84146172016117,2.78588300680839,2.36904265666249,2.50104210087536,2.7303042934556,2.67472558010282,2.38293733500069,2.43156870918438,2.18841183826594
Bou Chentouf,20500,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,27,"33.55110680622544,-7.606628807644618",33.55110680622544,-7.606628807644618,2061.0,2.683,3.433,3.333,4.25,4.35,4.3,4.5,4.133,4.35,4.1,5.333,4.367,7.85,5.383,4.817,3.817,5.333,5.183,4.5,5.95,4.35,3.617,3.433,3.633,1.30195697881287,1.66585799773572,1.61733786187934,2.06210577389616,2.11062590975254,2.08636584182435,2.18340611353711,2.00549894873039,2.11062590975254,1.98932557011159,2.58774057900695,2.11871259906194,3.80883066472586,2.61200064693514,2.33705321041565,1.85185185185185,2.58774057900695,2.51496037522238,2.18340611353711,2.88694808345463,2.11062590975254,1.75481158013909,1.66585799773572,1.76289826944848
Bou Chentouf,20500,29,"33.5594284108214,-7.594952777566913",33.5594284108214,-7.594952777566913,28,"33.55736883893674,-7.609119650922892",33.55736883893674,-7.609119650922892,1591.0,2.533,2.267,2.517,3.533,3.617,3.317,3.667,2.583,3.067,3.483,3.283,4.0,6.883,3.733,3.633,4.2,3.967,3.767,3.433,4.983,3.6,2.633,3.083,2.85,1.59228996438298,1.42468049444793,1.58181437251204,2.22082547663943,2.27320343599413,2.0846427823172,2.30463021160695,1.6237167399958,1.92750890425309,2.1893987010266,2.06369159857531,2.51414204902577,4.32641944269851,2.34653257909071,2.28367902786507,2.63984915147705,2.49319086528388,2.3674837628326,2.15797192541378,3.13220196941127,2.26272784412319,1.65514351560863,1.93798449612403,1.79132620993086
El Maarif,20390,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,1561.0,3.583,4.067,3.75,4.933,4.133,5.0,4.85,4.467,5.617,6.5,4.567,4.967,5.3,4.767,4.817,4.867,5.45,5.167,5.183,5.1,4.65,4.483,4.833,4.3,2.29553704890027,2.60516762758915,2.4023062139654,3.16036728592782,2.6478752936152,3.20307495195387,3.10698270339525,2.86141362374546,3.59812086269485,4.16399743754003,2.92547512278453,3.18172111894085,3.3952594490711,3.05359812086269,3.08562887038223,3.11765961990177,3.49135169762972,3.309844117019,3.32052103352551,3.26713645099295,2.9788597053171,2.87209054025197,3.09630578688874,2.75464445868033
El Maarif,20390,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,1719.0,3.05,2.583,3.2,3.217,4.183,4.017,4.083,4.167,4.7,4.367,4.6,4.033,4.617,3.983,4.85,3.9,4.283,5.617,5.0,4.967,4.133,3.333,3.95,3.783,1.77428737638161,1.50281171223579,1.86154741128563,1.87124297071941,2.43358541787861,2.33662982354081,2.37541206127593,2.42388985844483,2.34648027958062,2.54023657165018,2.29655516724912,2.34632538297459,2.30487601930437,2.31723870467325,2.82140779522978,2.26876090750436,2.49175877448128,2.8041271426194,2.49625561657513,2.47961391246463,2.40449873957727,1.93911188675586,2.2978475858057,2.2008919914679
El Maarif,20390,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,3176.0,7.333,7.65,7.4,8.95,9.65,9.833,9.8,9.517,9.283,8.167,8.05,9.533,9.233,7.9,9.233,9.167,11.1,10.667,11.3,9.85,8.817,8.433,7.383,7.317,2.30898404701931,2.63884097964815,2.25266362252663,2.72450532724505,2.93759512937595,3.39197424399218,3.38047602621593,2.89700659563673,3.20225365068414,2.69615934851986,2.77681959296309,2.90208016235413,3.18500632401977,2.72507761296999,3.18500632401977,3.16200988846728,3.82890651948947,3.67942968839829,3.89789582614694,2.95086878370281,1.94370958259847,2.56722475900558,2.24759005580923,2.22729578893962
El Maarif,20390,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,4311.0,5.283,5.8,6.233,7.333,8.533,8.7,8.667,8.9,9.033,10.3,8.3,9.1,8.283,7.75,8.767,8.567,8.767,8.983,9.85,11.0,8.567,8.533,7.867,6.967,1.28080808080808,1.4060606060606,1.51111111111111,1.77777777777777,1.97943245959947,2.01809324982602,2.01036109178071,2.06448619809788,2.09541483027913,2.38923683600092,1.9253073532823,2.11087914636975,1.92144127425964,1.79772674553467,2.03355756591664,1.98716461764478,2.03355756591664,2.08381659321116,2.28485270238923,2.55161215495244,1.98716461764478,2.06518231687641,1.9070707070707,1.68888888888888
El Maarif,20390,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,2553.0,6.017,6.417,6.233,7.8,8.45,9.783,9.0,9.3,10.083,8.183,9.483,9.1,9.983,10.233,7.667,8.583,9.8,11.817,15.967,10.983,7.767,9.0,6.633,6.3,2.90099646415943,2.67472558010282,3.00546448087431,3.3751622674167,3.30983157070113,4.23337660464445,3.89441800086542,4.17414721723518,3.94960177568873,3.54103562671282,4.25643327348892,4.08438061041292,3.28183212798597,3.36401490247644,3.69656059144969,3.71412087119573,3.22156476002629,5.47828774532529,7.40225622005872,4.92968282465589,3.60067995673002,4.33944069431051,2.59825042433738,2.46768507638072
El Maarif,20390,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,2925.0,6.7,5.917,6.633,8.333,8.917,9.483,9.533,9.617,10.35,9.083,10.25,9.183,9.6,9.8,8.5,9.017,10.317,13.4,13.617,10.267,8.683,8.3,7.167,7.167,2.4178996752075,2.13520991218573,2.39384097197161,2.84900284900284,3.04843304843304,3.24216524216524,3.25925925925925,3.28774928774928,3.53846153846153,3.1054131054131,3.5042735042735,3.13960113960114,2.81195079086115,2.8705330990041,3.06748466257668,3.08262108262108,3.02187072837336,4.36055971363488,4.91399013593167,3.36943441636582,3.1336460964754,2.995308552869,2.45014245014245,2.45014245014245
El Maarif,20390,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,4123.0,10.367,9.85,11.067,13.65,14.633,15.367,14.883,15.0,16.383,13.067,13.6,15.1,15.317,15.2,13.233,14.133,17.467,19.867,19.583,16.65,13.833,14.583,11.033,11.883,2.61190896111531,2.27272727272727,2.78827580414882,3.02727877578177,3.24536112959266,3.72705958444498,3.60983102918586,3.63812757700703,3.97364378688657,3.07234109256211,3.03030303030303,3.3488578398758,3.52107279693486,3.49425287356321,3.33417317544301,3.42792465033551,4.01532567049808,5.00545897371294,4.93407239438985,3.70989304812834,3.48534475518602,3.67430922986478,2.44695793597989,2.63546980113846
El Maarif,20390,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,5331.0,9.567,9.1,9.517,12.817,13.017,13.95,13.867,13.867,15.65,14.617,14.417,13.933,13.75,14.6,12.283,13.367,14.883,18.1,18.617,16.783,13.283,13.2,11.15,10.733,1.84791706908763,1.75777477303457,1.83825896593908,2.31556760012044,2.44169324079284,2.6167698368036,2.50526949713941,2.50526949713941,2.93565935096604,2.64077085215296,2.60463715748268,2.61364346901769,2.36254295532646,2.42726517040731,2.28272316174193,2.41493526046371,2.55727376861397,3.36368704701728,3.45970389642569,3.032219211081,2.46856222511305,2.54973923121498,2.09154004877133,2.01338085412367
El Maarif,20390,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,1721.0,5.1,5.617,4.317,6.417,6.45,7.167,6.65,6.017,4.917,5.933,5.75,6.817,6.483,5.567,5.333,5.567,6.733,4.867,8.883,7.117,5.383,5.233,5.183,3.417,2.96339337594421,3.26360643036993,2.00962135319677,3.72845245012589,3.74782103428239,4.1642455936471,3.86403253922138,3.49602944024791,2.66485998193315,3.44760797985667,3.34108076699593,3.17349472377405,3.01831160769708,3.23455355413519,2.48292985723153,2.59155803848541,3.91245399961262,2.71729015447608,4.95998511073888,4.13519271741235,3.12802634127445,2.43637492240844,2.41309745499689,1.98527987604106
El Maarif,20390,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,3283.0,8.817,9.617,8.75,11.383,10.933,12.183,11.467,10.417,10.567,12.133,10.45,11.75,12.267,10.383,10.183,11.117,12.383,10.25,12.083,12.6,10.2,10.767,10.2,7.667,2.68555183267336,2.92923139405015,2.66524520255863,3.46735709209056,3.33028733881612,3.71103665346735,3.49274037973398,3.17291095542694,3.10145778299579,3.6958066808813,3.18306427048431,3.16711590296495,3.73641994111077,3.16275764036958,2.74483378256963,3.38613057163163,3.77195654381155,3.0569639129138,2.98501317523056,3.83795309168443,3.10691440755406,3.27952076352929,3.10691440755406,2.33526246319423
El Maarif,20390,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,3096.0,8.05,6.833,9.033,10.933,11.117,11.5,11.283,11.7,10.483,9.967,9.583,9.567,12.6,9.133,9.583,11.133,10.967,10.517,12.45,9.633,9.9,10.183,7.65,8.133,2.6001291989664,2.12215320910973,2.91774332472006,3.53143841515934,3.59065460809646,3.71447028423772,3.64448751076658,2.70332717190388,3.32276809297411,3.21920757967269,3.03750660327522,2.94087508966082,2.91127541589648,2.90131300296484,3.04426090639559,2.51999396408631,3.54220499569336,3.34074544684455,4.02131782945736,2.91389393022786,2.28743068391866,3.28919035314384,2.36988847583643,2.49488752556237
El Maarif,20390,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,4246.0,7.4,7.6,7.5,8.467,10.95,8.833,8.85,10.867,11.017,9.0,8.35,10.567,8.65,8.317,8.7,9.817,9.117,9.917,11.033,10.933,9.633,9.4,8.633,8.3,1.74569473932531,1.77321511899206,1.76928520877565,1.97865544909246,2.66877894223738,2.06434525200592,2.06824024304744,2.64846860021122,2.68502721585831,2.19351693882525,1.96794720716474,2.30461650308978,2.02150035054919,1.94360052971878,2.03318532367375,2.39255829068161,2.22195141766187,2.416930701113,2.68908928426354,2.38458742275536,2.34787553822406,2.19677494741762,2.029462466698,1.93653756416238
El Maarif,20390,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,2848.0,6.65,6.733,6.417,10.05,10.533,8.183,10.283,9.7,10.433,9.633,9.517,10.433,9.583,8.833,8.7,9.583,13.65,14.867,14.6,12.55,7.633,8.633,9.367,7.167,2.28443833734112,2.31306538417496,2.20428260620634,3.47510373443983,3.64223144306131,2.28138648824458,3.55578607653296,3.35408022130013,3.60765329644997,3.33102812355924,3.29068695251267,3.66338951310861,3.29097985347985,3.05440295066851,3.00829875518672,3.31373905025357,4.28975487115022,4.67211397443955,5.09776536312849,4.38198324022346,2.62133699633699,3.0313670411985,3.23881973259566,2.47810050714615
El Maarif,20390,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,4702.0,10.383,10.767,10.05,15.55,15.317,13.3,15.083,14.117,14.75,15.9,14.35,15.25,15.0,13.633,13.717,14.4,18.15,17.417,18.867,18.35,12.15,11.7,13.417,11.367,2.32133541992696,2.40703480140099,2.2468142186452,3.49124382577458,3.43885645861398,2.5830258302583,3.38646909145337,3.16943571321658,3.13696299447043,3.3125,3.22182308037718,3.45804988662131,3.35270451497541,3.06091902409818,3.07962879808411,3.23304894476874,3.86005954912803,3.41905509750032,4.01247696015879,4.1609977324263,2.71569065713008,2.48830284985112,2.79513888888888,2.55201317168088
El Maarif,20390,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,4631.0,7.217,7.033,7.0,10.433,10.967,9.05,10.667,10.117,10.067,10.283,10.533,10.667,9.633,10.367,9.417,11.0,12.983,13.233,10.467,10.867,8.317,9.333,10.517,6.9,2.24050501914519,2.18358687778122,2.17323812480596,2.25293313179298,3.61459019995605,2.19713522699684,3.515710832784,2.18455337220182,3.3179520984399,3.38936497473082,3.4717644473742,3.56744704570791,3.17512634585805,3.41683146561195,3.10371346956712,3.26119181737325,4.31913949878021,4.02963865205034,3.48192503881126,2.95772092179277,2.74115578993627,3.12151616499442,3.35245988736584,2.10301737275221
El Maarif,20390,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,4725.0,8.117,9.15,8.983,10.35,10.567,10.6,10.55,9.667,10.45,10.517,9.867,10.433,10.35,11.417,10.783,9.967,12.533,12.867,10.65,11.367,10.067,10.667,10.433,9.883,1.71781305114638,2.04973118279569,2.0123954599761,2.19047619047619,2.2363315696649,2.24338624338624,2.23280423280423,2.04585537918871,2.21164021164021,2.24331626848691,2.08818342151675,2.20811287477954,2.179406190777,2.41622574955908,2.28218694885361,2.10934744268077,2.65255731922398,2.72310405643739,2.24257738471257,2.33066776023511,2.14732650739476,2.25749559082892,2.20811287477954,2.39595959595959
El Maarif,20390,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,30,"33.569346106695185,-7.644186735862398",33.569346106695185,-7.644186735862398,3802.0,6.533,6.967,6.483,8.533,8.2,8.717,7.917,6.933,12.967,12.767,9.4,11.3,9.167,9.267,8.883,10.7,9.55,11.8,16.5,10.867,7.483,7.55,7.367,6.883,1.71839382780992,1.83236892863405,1.7052428546379,2.24443275469051,2.15675960021041,2.29265298965456,2.08223741890233,1.82360161318604,3.41048570927581,3.35788181658776,2.47238295633876,2.97211993687532,2.4110117482027,2.43731369454673,2.33648956689461,2.81430825881115,2.51183587585481,3.10362966859547,3.42465753424657,2.8581448360512,1.9682623180782,1.98579694897422,1.93757671401017,1.81045064001402
El Maarif,20390,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,31,"33.57439940559289,-7.652547715520084",33.57439940559289,-7.652547715520084,5364.0,10.267,11.0,10.117,13.55,12.983,13.733,12.733,11.317,15.583,17.183,14.233,15.633,14.467,14.0,13.75,15.217,15.067,17.65,16.883,16.2,11.983,12.133,12.067,11.217,1.91399453144419,2.05070842654735,1.88603032562764,2.52609992542878,2.42045737012179,2.56027839920457,2.37385036042754,2.10974397216007,2.33004385964912,2.43389990557129,2.65349241859308,2.39481209150326,2.69699229430773,2.60999254287844,2.56338553318419,2.33098447712418,2.80884911757394,3.29045488441461,2.56780735107731,3.02013422818791,2.23402933134476,2.26199353716132,2.24956500124285,2.09110116828237
El Maarif,20390,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,32,"33.55724595712827,-7.639673809114366",33.55724595712827,-7.639673809114366,3361.0,5.433,6.0,6.05,7.3,7.3,7.25,7.183,7.267,9.417,10.75,7.317,7.133,7.283,7.15,6.567,7.017,9.083,9.683,8.433,7.383,7.017,6.467,6.967,7.15,1.61658236635921,1.78518298125557,1.80005950609937,2.17197262719428,2.17197262719428,2.15709610235049,2.13726073589209,2.16205494396508,2.80174551224833,2.74795501022494,2.17693146880888,2.12238421104829,2.16701378557968,2.12734305266289,1.95378359615193,2.0876723197461,2.40809473312124,2.68236380424746,2.509173856987,2.19676683526728,2.0876723197461,1.92403054646434,2.07279579490231,2.12734305266289
El Maarif,20390,34,"33.54555018322015,-7.6392837970505765",33.54555018322015,-7.639283797050576,33,"33.570722512994294,-7.618140348582532",33.570722512994294,-7.618140348582532,5472.0,12.067,11.067,12.2,14.517,13.933,14.45,14.333,14.917,16.35,15.633,16.25,14.35,12.983,14.633,14.317,14.267,13.8,16.233,15.833,13.667,14.483,13.25,13.483,13.417,2.37954381121409,2.1823440478538,2.40583711299546,2.72613458528951,2.61658841940532,2.71361502347417,2.69170579029733,2.67803710353081,3.07042253521126,3.23939770686558,3.36717778698715,2.69483568075117,2.39059718897686,2.58676565906546,2.6885758998435,2.6346568174823,2.5219298245614,2.69298827692988,2.97339593114241,2.48259158340902,2.51884057971014,2.52332888973528,2.56776487018345,2.51956181533646
Hay Hassani,20220,35,"33.5617648719433,-7.647488326947816",33.5617648719433,-7.647488326947816,36,"33.568919900792785,-7.669169627366986",33.568919900792785,-7.669169627366986,2737.0,6.383,6.933,6.517,8.383,8.083,8.767,8.75,8.5,8.85,8.583,7.583,7.733,7.983,8.85,8.417,7.95,9.117,10.383,7.717,10.7,8.15,7.233,6.75,6.067,2.33223724272317,2.53318718791864,2.38095238095238,3.06296431616124,2.95335525514553,3.20302033857021,3.19693094629156,2.93002412961047,3.0506721820062,3.13603702350505,2.61404113524072,2.82547801729387,2.91681890147363,3.0506721820062,3.07514310071854,2.74043433298862,3.33089757642187,3.57922555440652,2.81938862501522,3.68838331609789,2.97771282426013,2.64279624893435,2.46620387285348,2.21653878942881
Hay Hassani,20220,35,"33.5617648719433,-7.647488326947816",33.5617648719433,-7.647488326947816,37,"33.554217028233325,-7.665145749112807",33.554217028233325,-7.665145749112807,4597.0,9.2,7.95,8.4,9.917,9.917,9.3,9.75,9.6,9.283,9.183,10.05,10.4,9.583,9.5,9.067,8.583,9.617,9.85,11.883,12.15,10.867,9.1,10.067,8.533,2.15204678362573,1.92961165048543,1.82727865999564,2.15720397360597,2.15720397360597,2.25728155339805,2.1209484446378,2.08831846856645,2.27365499224426,1.99767964614603,2.1862083967805,2.26234500761366,2.08469291566963,2.06656515118555,1.97230077586831,1.86715974186063,2.09194402146327,2.1427017620187,2.45371326312891,2.64302806177942,2.24378828549796,1.97955188166195,2.35477582846003,1.85628308317018
Hay Hassani,20220,35,"33.5617648719433,-7.647488326947816",33.5617648719433,-7.647488326947816,38,"33.568542268508416,-7.651791243629023",33.568542268508416,-7.651791243629023,1583.0,4.517,4.617,4.383,4.5,4.617,4.667,4.65,4.55,5.183,4.833,4.533,4.65,4.317,4.95,4.617,4.65,4.55,5.383,4.783,5.583,4.583,3.9,4.517,3.817,2.85323225942303,2.9164034533586,2.76900400084228,2.84270372710044,2.9164034533586,2.94798905032638,2.93746051800379,2.87428932406822,3.2743735523268,3.05327437355232,2.86376079174563,2.93746051800379,2.7268898715519,3.12697409981048,2.9164034533586,2.93746051800379,2.87428932406822,3.40071594019793,3.02168877658454,3.52705832806906,2.89534638871341,2.46367656348705,2.85323225942303,2.41103390187407
Hay Hassani,20220,35,"33.5617648719433,-7.647488326947816",33.5617648719433,-7.647488326947816,39,"33.55780575075923,-7.686021183106305",33.55780575075923,-7.686021183106305,4542.0,11.367,10.217,11.583,13.217,13.883,13.083,13.867,12.967,11.917,12.817,12.85,13.65,14.467,14.317,13.517,16.35,13.517,15.683,14.25,17.4,14.75,14.483,13.333,12.083,2.42411317267363,2.25334509630936,2.47032060851638,2.95080747190593,3.09965021954305,2.9210389223785,3.09592915085212,2.91910550802941,2.68272549902446,2.86150182332365,2.37567017933074,3.07294011706438,2.91725482288095,2.96411318150448,2.7256839416549,3.5282693137678,2.59337426451778,2.93310890842216,2.72414452303574,3.12163616792249,2.7264325323475,3.06915306915306,2.87728384405121,2.70320656226696
Hay Hassani,20220,36,"33.568919900792785,-7.669169627366986",33.568919900792785,-7.669169627366986,35,"33.5617648719433,-7.647488326947816",33.5617648719433,-7.647488326947816,3701.0,7.117,6.333,6.5,9.117,8.017,8.883,9.017,5.967,8.167,7.5,7.167,6.75,8.15,8.0,7.317,7.5,7.45,10.55,7.217,7.0,8.183,6.65,7.6,8.8,2.26573278149209,1.7112492119247,2.06940464820121,2.90247267324631,2.88680830632577,2.82818635254165,2.8706356786586,2.14860160845036,2.2066108259029,2.70075621173928,1.93641358191479,2.43068059056535,2.93482175009002,2.88080662585523,2.33386496544391,2.70075621173928,2.68275117032769,2.85058092407457,2.59872764374024,2.52070579762333,2.60532739042767,2.12324393358876,2.41961158866602,2.80165552371856
Hay Hassani,20220,36,"33.568919900792785,-7.669169627366986",33.568919900792785,-7.669169627366986,37,"33.554217028233325,-7.665145749112807",33.554217028233325,-7.665145749112807,2191.0,4.2,3.767,4.117,5.783,5.5,5.783,5.85,5.483,4.733,8.267,5.633,6.6,6.317,8.5,5.633,5.1,5.583,6.85,6.35,8.15,6.533,4.783,4.183,5.467,1.91693290734824,1.71915411532024,1.87889852426593,2.63958618591206,2.51026928343222,2.63958618591206,2.6700136923779,2.50266240681576,2.160352959075,3.77301080176479,2.57112429636391,3.01232314011866,2.88300623763882,3.87950707439525,2.57112429636391,2.32770424463715,2.54830366651452,3.12642628936558,2.89821999087174,3.45485375158965,2.98189563365282,2.18317358892438,1.90932603073178,2.4950555301993
