COMMUNE,ZIP code,index,Coordinates Debut,Latitude Debut,Longitude Debut,index.1,Coordinates Fin,Latitude Fin,Longitude Fin,Distance en KM,TRT (min) at 0,TRT (min) at 1,TRT (min) at 2,TRT (min) at 3,TRT (min) at 4,TRT (min) at 5,TRT (min) at 6,TRT (min) at 7,TRT (min) at 8,TRT (min) at 9,TRT (min) at 10,TRT (min) at 11,TRT (min) at 12,TRT (min) at 13,TRT (min) at 14,TRT (min) at 15,TRT (min) at 16,TRT (min) at 17,TRT (min) at 18,TRT (min) at 19,TRT (min) at 20,TRT (min) at 21,TRT (min) at 22,TRT (min) at 23,TTI (min) at 0,TTI (min) at 1,TTI (min) at 2,TTI (min) at 3,TTI (min) at 4,TTI (min) at 5,TTI (min) at 6,TTI (min) at 7,TTI (min) at 8,TTI (min) at 9,TTI (min) at 10,TTI (min) at 11,TTI (min) at 12,TTI (min) at 13,TTI (min) at 14,TTI (min) at 15,TTI (min) at 16,TTI (min) at 17,TTI (min) at 18,TTI (min) at 19,TTI (min) at 20,TTI (min) at 21,TTI (min) at 22,TTI (min) at 23
Echchallalate,28822,2,"33.615365940406214,-7.458959071198275",33.615365940406214,-7.458959071198275,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,2474.0,4.15,4333.0,4317.0,4.15,4.15,4.15,4183.0,4167.0,4117.0,4.15,4183.0,4017.0,5133.0,4417.0,4933.0,4133.0,4183.0,4.1,4167.0,4.15,4167.0,4167.0,4.05,4017.0,1.67744543249797,1.75154944758825,1.74481271894368,1.67744543249797,1.67744543249797,1.67744543249797,1.69091888978711,1.68418216114254,1.66397197520883,1.67744543249797,1.69091888978711,1.62355160334141,2.07491242252762,1.7852330908111,1.99407167879277,1.6707087038534,1.69091888978711,1.65723524656426,1.68418216114254,1.67744543249797,1.68418216114254,1.68418216114254,1.63702506063055,1.62355160334141
Echchallalate,28822,2,"33.615365940406214,-7.458959071198275",33.615365940406214,-7.458959071198275,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,5569.0,8367.0,8417.0,8367.0,8.5,8467.0,8.5,8.5,8467.0,8383.0,8.35,8383.0,8.5,9.8,8767.0,9033.0,8683.0,8533.0,8583.0,8583.0,8567.0,8617.0,8483.0,8283.0,8.4,1.50236427844616,1.51134255102651,1.50236427844616,1.52630633866044,1.52032082360687,1.52630633866044,1.52630633866044,1.52032082360687,1.50535703597294,1.49937152091937,1.50535703597294,1.52630633866044,1.75974142574968,1.574190459089,1.62207457951756,1.55922667145507,1.53229185371401,1.54127012629436,1.54127012629436,1.53827736876758,1.54725564134793,1.52331358113365,1.48740049081223,1.50834979349973
Echchallalate,28822,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,0,"33.56968640878232,-7.395306348809435",33.56968640878232,-7.395306348809435,8656.0,9933.0,9933.0,9933.0,10267.0,10267.0,10267.0,10267.0,10267.0,10.25,10183.0,10233.0,10.35,10.1,10417.0,9983.0,10067.0,10333.0,10.05,10417.0,10317.0,10.35,10.2,10.15,10267.0,1.1475662353666,1.1475662353666,1.1475662353666,1.18785915384318,1.18785915384318,1.18785915384318,1.18785915384318,1.18785915384318,1.18593081106097,1.17821743993212,1.18400246827876,1.19750086775425,1.16520535302261,1.2052142388831,1.15174588524842,1.16471904045663,1.19557252497203,1.16279069767441,1.2052142388831,1.19364418218982,1.19750086775425,1.18014578271433,1.17436075436769,1.18785915384318
Echchallalate,28822,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,1,"33.64792053315948,-7.408108582535458",33.64792053315948,-7.408108582535458,4932.0,7.0,7.0,7.0,7517.0,7517.0,7517.0,7517.0,7517.0,7517.0,7483.0,7483.0,7517.0,7467.0,7.5,7.6,7533.0,7583.0,7567.0,7567.0,7533.0,7517.0,7533.0,7517.0,7517.0,1.41930251419302,1.41930251419302,1.41930251419302,1.52406055690727,1.52406055690727,1.52406055690727,1.52406055690727,1.52406055690727,1.52406055690727,1.51730197350635,1.51730197350635,1.52406055690727,1.51392268180589,1.52068126520681,1.54095701540956,1.52743984860773,1.53757772370911,1.53419843200865,1.53419843200865,1.52743984860773,1.52406055690727,1.52743984860773,1.52406055690727,1.52406055690727
Echchallalate,28822,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,2,"33.615365940406214,-7.458959071198275",33.615365940406214,-7.458959071198275,2854.0,6867.0,6867.0,6867.0,6967.0,6933.0,6933.0,6933.0,6933.0,6933.0,6917.0,6933.0,6917.0,7033.0,6733.0,7017.0,7017.0,6.9,6983.0,7667.0,7.0,6983.0,6933.0,7033.0,6933.0,2.40597991123569,2.40597991123569,2.40597991123569,2.41646433113654,2.42933893950011,2.42933893950011,2.42933893950011,2.42933893950011,2.42933893950011,2.42349918243401,2.42933893950011,2.42349918243401,2.46437748189675,2.35926185470684,2.45853772483064,2.43380737657532,2.3933402705515,2.44685821069843,2.65926696727945,2.42802636142906,2.44685821069843,2.42933893950011,2.46437748189675,2.40490230084402
Echchallalate,28822,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,6.53,10033.0,10017.0,9967.0,10.25,10217.0,10.25,10.25,10.2,10333.0,10067.0,10117.0,10367.0,10.6,10383.0,10.4,10.45,10467.0,10333.0,10317.0,10333.0,10217.0,10.15,10033.0,10117.0,1.53649821337417,1.53394589076059,1.52628892291985,1.56967840735068,1.56457376212353,1.56967840735068,1.56967840735068,1.56202143950995,1.58244002041858,1.54160285860132,1.54925982644206,1.58754466564573,1.62327718223583,1.59009698825931,1.59264931087289,1.60030627871362,1.6028586013272,1.58244002041858,1.579887697805,1.58244002041858,1.56457376212353,1.55436447166921,1.53649821337417,1.54925982644206
Echchallalate,28822,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,0,"33.56968640878232,-7.395306348809435",33.56968640878232,-7.395306348809435,11328.0,14517.0,14583.0,14.6,14783.0,14783.0,14783.0,14783.0,14783.0,14.7,14933.0,14683.0,14883.0,15.05,14.55,14.85,14.6,15.0,14567.0,14.9,14983.0,14.8,14783.0,14.8,14.55,1.28148540489642,1.28737052730696,1.2888418079096,1.3050258945386,1.3050258945386,1.3050258945386,1.3050258945386,1.3050258945386,1.29766949152542,1.31826741996233,1.29619821092278,1.31385357815442,1.32856638418079,1.28442796610169,1.31091101694915,1.2888418079096,1.32415254237288,1.28589924670433,1.31532485875706,1.31721611721611,1.30649717514124,1.3050258945386,1.30649717514124,1.28442796610169
Echchallalate,28822,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,1,"33.64792053315948,-7.408108582535458",33.64792053315948,-7.408108582535458,11649.0,15.2,15267.0,15283.0,15617.0,15617.0,15617.0,15617.0,15617.0,15.55,15817.0,15383.0,15.65,15.75,15317.0,15783.0,15.7,15783.0,15483.0,15583.0,15817.0,15633.0,15617.0,15633.0,15383.0,1.30483303287835,1.31055598477694,1.31198672275159,1.34060148224454,1.34060148224454,1.34060148224454,1.34060148224454,1.34060148224454,1.33487853034595,1.3577703379403,1.32057115059947,1.34346295819383,1.35204738604172,1.31484819870089,1.35490886199101,1.34775517211777,1.35490886199101,1.32915557844736,1.33774000629524,1.35231418148654,1.34203222021918,1.34060148224454,1.34203222021918,1.32057115059947
Echchallalate,28822,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,2,"33.615365940406214,-7.458959071198275",33.615365940406214,-7.458959071198275,3955.0,6067.0,6083.0,6183.0,6.05,5983.0,5983.0,5983.0,5983.0,5817.0,6133.0,6.0,6117.0,6.55,5733.0,6.4,6217.0,6.3,6033.0,5983.0,6.3,6017.0,6.0,6033.0,5967.0,1.5339233038348,1.53813737884534,1.56342182890855,1.52970922882427,1.51285292878213,1.51285292878213,1.51285292878213,1.51285292878213,1.47071217867678,1.55077960387694,1.51706700379266,1.54656552886641,1.65613147914032,1.4496418036241,1.61820480404551,1.57184997892962,1.5929203539823,1.52549515381373,1.51285292878213,1.57421289355322,1.5212810788032,1.51706700379266,1.52549515381373,1.50863885377159
Echchallalate,28822,4,"33.601050398663844,-7.4844428526403695",33.601050398663844,-7.4844428526403695,3,"33.62789799357488,-7.44403942378749",33.62789799357488,-7.44403942378749,6274.0,9633.0,9833.0,9917.0,9.55,9.55,9.55,9583.0,9567.0,9333.0,9.7,9567.0,9633.0,11.0,9783.0,10217.0,9.8,9883.0,9617.0,9.55,9867.0,9617.0,9.55,9.6,9483.0,1.53543725427691,1.5673148443311,1.58059717352034,1.52215492508766,1.52215492508766,1.52215492508766,1.52746785676336,1.52481139092551,1.48762086919562,1.5460631176283,1.52481139092551,1.53543725427691,1.75326745298055,1.55934544681755,1.62841355860163,1.5620019126554,1.57528424184464,1.53278078843906,1.52215492508766,1.56093445129989,1.53278078843906,1.52215492508766,1.53012432260121,1.51152906173626
Sidi Maarouf,20192,5,"33.48569462458445,-7.633357283646167",33.48569462458445,-7.633357283646167,6,"33.52566603266665,-7.636924760146013",33.52566603266665,-7.636924760146013,8159.0,11.85,11783.0,12467.0,12083.0,11983.0,12133.0,12167.0,11833.0,12.0,11667.0,12.25,13.15,14.3,13817.0,12683.0,12733.0,12817.0,13383.0,12.8,12.6,12567.0,12433.0,12.05,11283.0,1.45238387057237,1.14936922876837,1.21602288984263,1.48098214650488,1.16887761737547,1.18350890883079,1.18676030693198,1.15424632592014,1.17050331642606,1.13798933541422,1.50140948645667,1.28267655091689,1.7526657678637,1.34770451294056,1.55452057033133,1.2420340746521,1.57086244229276,1.64031539812885,1.56881970829758,1.54430690035543,1.54022143236507,1.52387956040364,1.17538041357783,1.38293091473628
