Route,Latitude Debut,Longitude Debut,Latitude Fin,Longitude Fin,route_id
"33.526,-7.637 → 33.486,-7.633",33.52566603266665,-7.636924760146013,33.48569462458445,-7.633357283646167,24
"33.526,-7.637 → 33.487,-7.642",33.52566603266665,-7.636924760146013,33.48716086847907,-7.641582183521106,25
"33.526,-7.637 → 33.481,-7.652",33.52566603266665,-7.636924760146013,33.48147210659073,-7.652317932191367,26
"33.526,-7.637 → 33.498,-7.651",33.52566603266665,-7.636924760146013,33.49835474797786,-7.6507546447367645,27
"33.487,-7.642 → 33.486,-7.633",33.48716086847907,-7.641582183521106,33.48569462458445,-7.633357283646167,28
"33.487,-7.642 → 33.526,-7.637",33.48716086847907,-7.641582183521106,33.52566603266665,-7.636924760146013,29
"33.487,-7.642 → 33.481,-7.652",33.48716086847907,-7.641582183521106,33.48147210659073,-7.652317932191367,30
"33.487,-7.642 → 33.498,-7.651",33.48716086847907,-7.641582183521106,33.49835474797786,-7.6507546447367645,31
"33.481,-7.652 → 33.486,-7.633",33.48147210659073,-7.652317932191367,33.48569462458445,-7.633357283646167,32
"33.481,-7.652 → 33.526,-7.637",33.48147210659073,-7.652317932191367,33.52566603266665,-7.636924760146013,33
"33.481,-7.652 → 33.487,-7.642",33.48147210659073,-7.652317932191367,33.48716086847907,-7.641582183521106,34
"33.481,-7.652 → 33.498,-7.651",33.48147210659073,-7.652317932191367,33.49835474797786,-7.6507546447367645,35
"33.498,-7.651 → 33.486,-7.633",33.49835474797786,-7.6507546447367645,33.48569462458445,-7.633357283646167,36
"33.498,-7.651 → 33.526,-7.637",33.49835474797786,-7.6507546447367645,33.52566603266665,-7.636924760146013,37
"33.498,-7.651 → 33.487,-7.642",33.49835474797786,-7.6507546447367645,33.48716086847907,-7.641582183521106,38
"33.498,-7.651 → 33.481,-7.652",33.49835474797786,-7.6507546447367645,33.48147210659073,-7.652317932191367,39
"33.584,-7.641 → 33.573,-7.706",33.58362798256997,-7.641205434655191,33.573187972309874,-7.706392033086802,40
"33.584,-7.641 → 33.569,-7.685",33.58362798256997,-7.641205434655191,33.569003204332105,-7.685470614992623,41
"33.584,-7.641 → 33.59,-7.654",33.58362798256997,-7.641205434655191,33.59001039834734,-7.6536420544121615,42
"33.584,-7.641 → 33.586,-7.673",33.58362798256997,-7.641205434655191,33.5863596041043,-7.672839658473646,43
"33.573,-7.706 → 33.584,-7.641",33.573187972309874,-7.706392033086802,33.58362798256997,-7.641205434655191,44
"33.573,-7.706 → 33.569,-7.685",33.573187972309874,-7.706392033086802,33.569003204332105,-7.685470614992623,45
"33.573,-7.706 → 33.59,-7.654",33.573187972309874,-7.706392033086802,33.59001039834734,-7.6536420544121615,46
"33.573,-7.706 → 33.586,-7.673",33.573187972309874,-7.706392033086802,33.5863596041043,-7.672839658473646,47
"33.569,-7.685 → 33.584,-7.641",33.569003204332105,-7.685470614992623,33.58362798256997,-7.641205434655191,48
"33.569,-7.685 → 33.573,-7.706",33.569003204332105,-7.685470614992623,33.573187972309874,-7.706392033086802,49
"33.569,-7.685 → 33.59,-7.654",33.569003204332105,-7.685470614992623,33.59001039834734,-7.6536420544121615,50
"33.569,-7.685 → 33.586,-7.673",33.569003204332105,-7.685470614992623,33.5863596041043,-7.672839658473646,51
"33.59,-7.654 → 33.584,-7.641",33.59001039834734,-7.6536420544121615,33.58362798256997,-7.641205434655191,52
"33.59,-7.654 → 33.573,-7.706",33.59001039834734,-7.6536420544121615,33.573187972309874,-7.706392033086802,53
"33.59,-7.654 → 33.569,-7.685",33.59001039834734,-7.6536420544121615,33.569003204332105,-7.685470614992623,54
"33.59,-7.654 → 33.586,-7.673",33.59001039834734,-7.6536420544121615,33.5863596041043,-7.672839658473646,55
"33.586,-7.673 → 33.584,-7.641",33.5863596041043,-7.672839658473646,33.58362798256997,-7.641205434655191,56
"33.586,-7.673 → 33.573,-7.706",33.5863596041043,-7.672839658473646,33.573187972309874,-7.706392033086802,57
"33.586,-7.673 → 33.569,-7.685",33.5863596041043,-7.672839658473646,33.569003204332105,-7.685470614992623,58
"33.586,-7.673 → 33.59,-7.654",33.5863596041043,-7.672839658473646,33.59001039834734,-7.6536420544121615,59
