Route,Latitude Debut,Longitude Debut,Latitude Fin,Longitude Fin,route_id
"33.56,-7.576 → 33.559,-7.59",33.560102663680816,-7.575982165377473,33.55912952367036,-7.589924996035013,240
"33.56,-7.576 → 33.562,-7.583",33.560102663680816,-7.575982165377473,33.56202488728205,-7.583308487699777,241
"33.56,-7.576 → 33.563,-7.595",33.560102663680816,-7.575982165377473,33.56304333970278,-7.594587085834851,242
"33.56,-7.576 → 33.556,-7.581",33.560102663680816,-7.575982165377473,33.55644267492753,-7.5809001127983775,243
"33.559,-7.59 → 33.56,-7.576",33.55912952367036,-7.589924996035013,33.560102663680816,-7.575982165377473,244
"33.559,-7.59 → 33.562,-7.583",33.55912952367036,-7.589924996035013,33.56202488728205,-7.583308487699777,245
"33.559,-7.59 → 33.563,-7.595",33.55912952367036,-7.589924996035013,33.56304333970278,-7.594587085834851,246
"33.559,-7.59 → 33.556,-7.581",33.55912952367036,-7.589924996035013,33.55644267492753,-7.5809001127983775,247
"33.562,-7.583 → 33.56,-7.576",33.56202488728205,-7.583308487699777,33.560102663680816,-7.575982165377473,248
"33.562,-7.583 → 33.559,-7.59",33.56202488728205,-7.583308487699777,33.55912952367036,-7.589924996035013,249
"33.562,-7.583 → 33.563,-7.595",33.56202488728205,-7.583308487699777,33.56304333970278,-7.594587085834851,250
"33.562,-7.583 → 33.556,-7.581",33.56202488728205,-7.583308487699777,33.55644267492753,-7.5809001127983775,251
"33.563,-7.595 → 33.56,-7.576",33.56304333970278,-7.594587085834851,33.560102663680816,-7.575982165377473,252
"33.563,-7.595 → 33.559,-7.59",33.56304333970278,-7.594587085834851,33.55912952367036,-7.589924996035013,253
"33.563,-7.595 → 33.562,-7.583",33.56304333970278,-7.594587085834851,33.56202488728205,-7.583308487699777,254
"33.563,-7.595 → 33.556,-7.581",33.56304333970278,-7.594587085834851,33.55644267492753,-7.5809001127983775,255
"33.556,-7.581 → 33.56,-7.576",33.55644267492753,-7.5809001127983775,33.560102663680816,-7.575982165377473,256
"33.556,-7.581 → 33.559,-7.59",33.55644267492753,-7.5809001127983775,33.55912952367036,-7.589924996035013,257
"33.556,-7.581 → 33.562,-7.583",33.55644267492753,-7.5809001127983775,33.56202488728205,-7.583308487699777,258
"33.556,-7.581 → 33.563,-7.595",33.55644267492753,-7.5809001127983775,33.56304333970278,-7.594587085834851,259
"33.517,-7.681 → 33.515,-7.666",33.51749346173515,-7.680956044302029,33.51459861043016,-7.666391027334933,260
"33.517,-7.681 → 33.532,-7.675",33.51749346173515,-7.680956044302029,33.532032651044965,-7.675116290969239,261
"33.517,-7.681 → 33.521,-7.662",33.51749346173515,-7.680956044302029,33.52105989797821,-7.661786280457402,262
"33.517,-7.681 → 33.533,-7.646",33.51749346173515,-7.680956044302029,33.53278464788346,-7.645725361717879,263
"33.515,-7.666 → 33.517,-7.681",33.51459861043016,-7.666391027334933,33.51749346173515,-7.680956044302029,264
"33.515,-7.666 → 33.532,-7.675",33.51459861043016,-7.666391027334933,33.532032651044965,-7.675116290969239,265
"33.515,-7.666 → 33.521,-7.662",33.51459861043016,-7.666391027334933,33.52105989797821,-7.661786280457402,266
"33.515,-7.666 → 33.533,-7.646",33.51459861043016,-7.666391027334933,33.53278464788346,-7.645725361717879,267
"33.532,-7.675 → 33.517,-7.681",33.532032651044965,-7.675116290969239,33.51749346173515,-7.680956044302029,268
"33.532,-7.675 → 33.515,-7.666",33.532032651044965,-7.675116290969239,33.51459861043016,-7.666391027334933,269
"33.532,-7.675 → 33.521,-7.662",33.532032651044965,-7.675116290969239,33.52105989797821,-7.661786280457402,270
"33.532,-7.675 → 33.533,-7.646",33.532032651044965,-7.675116290969239,33.53278464788346,-7.645725361717879,271
"33.521,-7.662 → 33.517,-7.681",33.52105989797821,-7.661786280457402,33.51749346173515,-7.680956044302029,272
"33.521,-7.662 → 33.515,-7.666",33.52105989797821,-7.661786280457402,33.51459861043016,-7.666391027334933,273
"33.521,-7.662 → 33.532,-7.675",33.52105989797821,-7.661786280457402,33.532032651044965,-7.675116290969239,274
"33.521,-7.662 → 33.533,-7.646",33.52105989797821,-7.661786280457402,33.53278464788346,-7.645725361717879,275
"33.533,-7.646 → 33.517,-7.681",33.53278464788346,-7.645725361717879,33.51749346173515,-7.680956044302029,276
"33.533,-7.646 → 33.515,-7.666",33.53278464788346,-7.645725361717879,33.51459861043016,-7.666391027334933,277
"33.533,-7.646 → 33.532,-7.675",33.53278464788346,-7.645725361717879,33.532032651044965,-7.675116290969239,278
"33.533,-7.646 → 33.521,-7.662",33.53278464788346,-7.645725361717879,33.52105989797821,-7.661786280457402,279
"33.574,-7.606 → 33.565,-7.609",33.57400257251262,-7.605685742605052,33.56533767985115,-7.608744229568229,280
"33.574,-7.606 → 33.575,-7.595",33.57400257251262,-7.605685742605052,33.575462597813654,-7.594686718501765,281
"33.574,-7.606 → 33.563,-7.614",33.57400257251262,-7.605685742605052,33.56259093684122,-7.614278700412314,282
"33.574,-7.606 → 33.582,-7.601",33.57400257251262,-7.605685742605052,33.58170084555344,-7.600926178445923,283
"33.565,-7.609 → 33.574,-7.606",33.56533767985115,-7.608744229568229,33.57400257251262,-7.605685742605052,284
"33.565,-7.609 → 33.575,-7.595",33.56533767985115,-7.608744229568229,33.575462597813654,-7.594686718501765,285
"33.565,-7.609 → 33.563,-7.614",33.56533767985115,-7.608744229568229,33.56259093684122,-7.614278700412314,286
"33.565,-7.609 → 33.582,-7.601",33.56533767985115,-7.608744229568229,33.58170084555344,-7.600926178445923,287
"33.575,-7.595 → 33.574,-7.606",33.575462597813654,-7.594686718501765,33.57400257251262,-7.605685742605052,288
"33.575,-7.595 → 33.565,-7.609",33.575462597813654,-7.594686718501765,33.56533767985115,-7.608744229568229,289
"33.575,-7.595 → 33.563,-7.614",33.575462597813654,-7.594686718501765,33.56259093684122,-7.614278700412314,290
"33.575,-7.595 → 33.582,-7.601",33.575462597813654,-7.594686718501765,33.58170084555344,-7.600926178445923,291
"33.563,-7.614 → 33.574,-7.606",33.56259093684122,-7.614278700412314,33.57400257251262,-7.605685742605052,292
"33.563,-7.614 → 33.565,-7.609",33.56259093684122,-7.614278700412314,33.56533767985115,-7.608744229568229,293
"33.563,-7.614 → 33.575,-7.595",33.56259093684122,-7.614278700412314,33.575462597813654,-7.594686718501765,294
"33.563,-7.614 → 33.582,-7.601",33.56259093684122,-7.614278700412314,33.58170084555344,-7.600926178445923,295
"33.582,-7.601 → 33.574,-7.606",33.58170084555344,-7.600926178445923,33.57400257251262,-7.605685742605052,296
"33.582,-7.601 → 33.565,-7.609",33.58170084555344,-7.600926178445923,33.56533767985115,-7.608744229568229,297
"33.582,-7.601 → 33.575,-7.595",33.58170084555344,-7.600926178445923,33.575462597813654,-7.594686718501765,298
"33.582,-7.601 → 33.563,-7.614",33.58170084555344,-7.600926178445923,33.56259093684122,-7.614278700412314,299
"33.55,-7.536 → 33.544,-7.548",33.54955776821401,-7.536334824729268,33.54402006716618,-7.548097339633385,300
"33.55,-7.536 → 33.557,-7.544",33.54955776821401,-7.536334824729268,33.55653446661679,-7.543527667933203,301
"33.55,-7.536 → 33.553,-7.552",33.54955776821401,-7.536334824729268,33.5529324281346,-7.552278558694906,302
"33.55,-7.536 → 33.561,-7.561",33.54955776821401,-7.536334824729268,33.56078191998768,-7.560994681678277,303
"33.544,-7.548 → 33.55,-7.536",33.54402006716618,-7.548097339633385,33.54955776821401,-7.536334824729268,304
"33.544,-7.548 → 33.557,-7.544",33.54402006716618,-7.548097339633385,33.55653446661679,-7.543527667933203,305
"33.544,-7.548 → 33.553,-7.552",33.54402006716618,-7.548097339633385,33.5529324281346,-7.552278558694906,306
"33.544,-7.548 → 33.561,-7.561",33.54402006716618,-7.548097339633385,33.56078191998768,-7.560994681678277,307
"33.557,-7.544 → 33.55,-7.536",33.55653446661679,-7.543527667933203,33.54955776821401,-7.536334824729268,308
"33.557,-7.544 → 33.544,-7.548",33.55653446661679,-7.543527667933203,33.54402006716618,-7.548097339633385,309
"33.557,-7.544 → 33.553,-7.552",33.55653446661679,-7.543527667933203,33.5529324281346,-7.552278558694906,310
"33.557,-7.544 → 33.561,-7.561",33.55653446661679,-7.543527667933203,33.56078191998768,-7.560994681678277,311
"33.553,-7.552 → 33.55,-7.536",33.5529324281346,-7.552278558694906,33.54955776821401,-7.536334824729268,312
"33.553,-7.552 → 33.544,-7.548",33.5529324281346,-7.552278558694906,33.54402006716618,-7.548097339633385,313
"33.553,-7.552 → 33.557,-7.544",33.5529324281346,-7.552278558694906,33.55653446661679,-7.543527667933203,314
"33.553,-7.552 → 33.561,-7.561",33.5529324281346,-7.552278558694906,33.56078191998768,-7.560994681678277,315
"33.561,-7.561 → 33.55,-7.536",33.56078191998768,-7.560994681678277,33.54955776821401,-7.536334824729268,316
"33.561,-7.561 → 33.544,-7.548",33.56078191998768,-7.560994681678277,33.54402006716618,-7.548097339633385,317
"33.561,-7.561 → 33.557,-7.544",33.56078191998768,-7.560994681678277,33.55653446661679,-7.543527667933203,318
"33.561,-7.561 → 33.553,-7.552",33.56078191998768,-7.560994681678277,33.5529324281346,-7.552278558694906,319
"33.585,-7.609 → 33.588,-7.619",33.58477848594879,-7.609472547859955,33.58810958552359,-7.6185092530708385,320
"33.585,-7.609 → 33.575,-7.614",33.58477848594879,-7.609472547859955,33.57536825717185,-7.613627716591679,321
"33.585,-7.609 → 33.605,-7.607",33.58477848594879,-7.609472547859955,33.604828115575216,-7.606751964214563,322
"33.585,-7.609 → 33.595,-7.6",33.58477848594879,-7.609472547859955,33.59542479531202,-7.60026293900983,323
"33.588,-7.619 → 33.585,-7.609",33.58810958552359,-7.6185092530708385,33.58477848594879,-7.609472547859955,324
"33.588,-7.619 → 33.575,-7.614",33.58810958552359,-7.6185092530708385,33.57536825717185,-7.613627716591679,325
"33.588,-7.619 → 33.605,-7.607",33.58810958552359,-7.6185092530708385,33.604828115575216,-7.606751964214563,326
"33.588,-7.619 → 33.595,-7.6",33.58810958552359,-7.6185092530708385,33.59542479531202,-7.60026293900983,327
"33.575,-7.614 → 33.585,-7.609",33.57536825717185,-7.613627716591679,33.58477848594879,-7.609472547859955,328
"33.575,-7.614 → 33.588,-7.619",33.57536825717185,-7.613627716591679,33.58810958552359,-7.6185092530708385,329
"33.575,-7.614 → 33.605,-7.607",33.57536825717185,-7.613627716591679,33.604828115575216,-7.606751964214563,330
"33.575,-7.614 → 33.595,-7.6",33.57536825717185,-7.613627716591679,33.59542479531202,-7.60026293900983,331
"33.605,-7.607 → 33.585,-7.609",33.604828115575216,-7.606751964214563,33.58477848594879,-7.609472547859955,332
"33.605,-7.607 → 33.588,-7.619",33.604828115575216,-7.606751964214563,33.58810958552359,-7.6185092530708385,333
"33.605,-7.607 → 33.575,-7.614",33.604828115575216,-7.606751964214563,33.57536825717185,-7.613627716591679,334
"33.605,-7.607 → 33.595,-7.6",33.604828115575216,-7.606751964214563,33.59542479531202,-7.60026293900983,335
"33.595,-7.6 → 33.585,-7.609",33.59542479531202,-7.60026293900983,33.58477848594879,-7.609472547859955,336
"33.595,-7.6 → 33.588,-7.619",33.59542479531202,-7.60026293900983,33.58810958552359,-7.6185092530708385,337
"33.595,-7.6 → 33.575,-7.614",33.59542479531202,-7.60026293900983,33.57536825717185,-7.613627716591679,338
"33.595,-7.6 → 33.605,-7.607",33.59542479531202,-7.60026293900983,33.604828115575216,-7.606751964214563,339
"33.568,-7.538 → 33.557,-7.521",33.567727447051816,-7.538376617942674,33.5569487310012,-7.520723345748707,340
"33.568,-7.538 → 33.576,-7.524",33.567727447051816,-7.538376617942674,33.576050885706955,-7.523572048700261,341
"33.568,-7.538 → 33.591,-7.498",33.567727447051816,-7.538376617942674,33.59132300451878,-7.498495565389914,342
"33.568,-7.538 → 33.566,-7.507",33.567727447051816,-7.538376617942674,33.56611830052119,-7.507467292373912,343
"33.557,-7.521 → 33.568,-7.538",33.5569487310012,-7.520723345748707,33.567727447051816,-7.538376617942674,344
"33.557,-7.521 → 33.576,-7.524",33.5569487310012,-7.520723345748707,33.576050885706955,-7.523572048700261,345
"33.557,-7.521 → 33.591,-7.498",33.5569487310012,-7.520723345748707,33.59132300451878,-7.498495565389914,346
"33.557,-7.521 → 33.566,-7.507",33.5569487310012,-7.520723345748707,33.56611830052119,-7.507467292373912,347
"33.576,-7.524 → 33.568,-7.538",33.576050885706955,-7.523572048700261,33.567727447051816,-7.538376617942674,348
"33.576,-7.524 → 33.557,-7.521",33.576050885706955,-7.523572048700261,33.5569487310012,-7.520723345748707,349
"33.576,-7.524 → 33.591,-7.498",33.576050885706955,-7.523572048700261,33.59132300451878,-7.498495565389914,350
"33.576,-7.524 → 33.566,-7.507",33.576050885706955,-7.523572048700261,33.56611830052119,-7.507467292373912,351
"33.591,-7.498 → 33.568,-7.538",33.59132300451878,-7.498495565389914,33.567727447051816,-7.538376617942674,352
"33.591,-7.498 → 33.557,-7.521",33.59132300451878,-7.498495565389914,33.5569487310012,-7.520723345748707,353
"33.591,-7.498 → 33.576,-7.524",33.59132300451878,-7.498495565389914,33.576050885706955,-7.523572048700261,354
"33.591,-7.498 → 33.566,-7.507",33.59132300451878,-7.498495565389914,33.56611830052119,-7.507467292373912,355
"33.566,-7.507 → 33.568,-7.538",33.56611830052119,-7.507467292373912,33.567727447051816,-7.538376617942674,356
"33.566,-7.507 → 33.557,-7.521",33.56611830052119,-7.507467292373912,33.5569487310012,-7.520723345748707,357
"33.566,-7.507 → 33.576,-7.524",33.56611830052119,-7.507467292373912,33.576050885706955,-7.523572048700261,358
"33.566,-7.507 → 33.591,-7.498",33.56611830052119,-7.507467292373912,33.59132300451878,-7.498495565389914,359
"33.54,-7.567 → 33.531,-7.551",33.54000184138823,-7.566569000859778,33.530573928442266,-7.551319477738231,360
"33.54,-7.567 → 33.539,-7.551",33.54000184138823,-7.566569000859778,33.539206575186554,-7.550803477680963,361
"33.54,-7.567 → 33.545,-7.572",33.54000184138823,-7.566569000859778,33.545153943475164,-7.572127531430779,362
"33.54,-7.567 → 33.554,-7.569",33.54000184138823,-7.566569000859778,33.55418715357771,-7.568674522035255,363
"33.531,-7.551 → 33.54,-7.567",33.530573928442266,-7.551319477738231,33.54000184138823,-7.566569000859778,364
"33.531,-7.551 → 33.539,-7.551",33.530573928442266,-7.551319477738231,33.539206575186554,-7.550803477680963,365
"33.531,-7.551 → 33.545,-7.572",33.530573928442266,-7.551319477738231,33.545153943475164,-7.572127531430779,366
"33.531,-7.551 → 33.554,-7.569",33.530573928442266,-7.551319477738231,33.55418715357771,-7.568674522035255,367
"33.539,-7.551 → 33.54,-7.567",33.539206575186554,-7.550803477680963,33.54000184138823,-7.566569000859778,368
"33.539,-7.551 → 33.531,-7.551",33.539206575186554,-7.550803477680963,33.530573928442266,-7.551319477738231,369
"33.539,-7.551 → 33.545,-7.572",33.539206575186554,-7.550803477680963,33.545153943475164,-7.572127531430779,370
"33.539,-7.551 → 33.554,-7.569",33.539206575186554,-7.550803477680963,33.55418715357771,-7.568674522035255,371
"33.545,-7.572 → 33.54,-7.567",33.545153943475164,-7.572127531430779,33.54000184138823,-7.566569000859778,372
"33.545,-7.572 → 33.531,-7.551",33.545153943475164,-7.572127531430779,33.530573928442266,-7.551319477738231,373
"33.545,-7.572 → 33.539,-7.551",33.545153943475164,-7.572127531430779,33.539206575186554,-7.550803477680963,374
"33.545,-7.572 → 33.554,-7.569",33.545153943475164,-7.572127531430779,33.55418715357771,-7.568674522035255,375
"33.554,-7.569 → 33.54,-7.567",33.55418715357771,-7.568674522035255,33.54000184138823,-7.566569000859778,376
"33.554,-7.569 → 33.531,-7.551",33.55418715357771,-7.568674522035255,33.530573928442266,-7.551319477738231,377
"33.554,-7.569 → 33.539,-7.551",33.55418715357771,-7.568674522035255,33.539206575186554,-7.550803477680963,378
"33.554,-7.569 → 33.545,-7.572",33.55418715357771,-7.568674522035255,33.545153943475164,-7.572127531430779,379
"33.576,-7.49 → 33.584,-7.471",33.57570591621428,-7.490296996018019,33.583726021581505,-7.47070849767485,380
"33.576,-7.49 → 33.583,-7.494",33.57570591621428,-7.490296996018019,33.58291360926834,-7.494011307440987,381
"33.576,-7.49 → 33.571,-7.476",33.57570591621428,-7.490296996018019,33.57056767323311,-7.475566773089598,382
"33.576,-7.49 → 33.564,-7.493",33.57570591621428,-7.490296996018019,33.5638687006217,-7.492517639381455,383
"33.584,-7.471 → 33.576,-7.49",33.583726021581505,-7.47070849767485,33.57570591621428,-7.490296996018019,384
"33.584,-7.471 → 33.583,-7.494",33.583726021581505,-7.47070849767485,33.58291360926834,-7.494011307440987,385
"33.584,-7.471 → 33.571,-7.476",33.583726021581505,-7.47070849767485,33.57056767323311,-7.475566773089598,386
"33.584,-7.471 → 33.564,-7.493",33.583726021581505,-7.47070849767485,33.5638687006217,-7.492517639381455,387
"33.583,-7.494 → 33.576,-7.49",33.58291360926834,-7.494011307440987,33.57570591621428,-7.490296996018019,388
"33.583,-7.494 → 33.584,-7.471",33.58291360926834,-7.494011307440987,33.583726021581505,-7.47070849767485,389
"33.583,-7.494 → 33.571,-7.476",33.58291360926834,-7.494011307440987,33.57056767323311,-7.475566773089598,390
"33.583,-7.494 → 33.564,-7.493",33.58291360926834,-7.494011307440987,33.5638687006217,-7.492517639381455,391
"33.571,-7.476 → 33.576,-7.49",33.57056767323311,-7.475566773089598,33.57570591621428,-7.490296996018019,392
"33.571,-7.476 → 33.584,-7.471",33.57056767323311,-7.475566773089598,33.583726021581505,-7.47070849767485,393
"33.571,-7.476 → 33.583,-7.494",33.57056767323311,-7.475566773089598,33.58291360926834,-7.494011307440987,394
"33.571,-7.476 → 33.564,-7.493",33.57056767323311,-7.475566773089598,33.5638687006217,-7.492517639381455,395
"33.564,-7.493 → 33.576,-7.49",33.5638687006217,-7.492517639381455,33.57570591621428,-7.490296996018019,396
"33.564,-7.493 → 33.584,-7.471",33.5638687006217,-7.492517639381455,33.583726021581505,-7.47070849767485,397
"33.564,-7.493 → 33.583,-7.494",33.5638687006217,-7.492517639381455,33.58291360926834,-7.494011307440987,398
"33.564,-7.493 → 33.571,-7.476",33.5638687006217,-7.492517639381455,33.57056767323311,-7.475566773089598,399
"33.597,-7.491 → 33.62,-7.497",33.59683807186567,-7.490987136387706,33.61952113603591,-7.496748838417869,400
"33.597,-7.491 → 33.624,-7.516",33.59683807186567,-7.490987136387706,33.62366627151335,-7.516339098538356,401
"33.597,-7.491 → 33.598,-7.507",33.59683807186567,-7.490987136387706,33.5983133041713,-7.507067388215285,402
"33.597,-7.491 → 33.625,-7.508",33.59683807186567,-7.490987136387706,33.6254822778288,-7.508214790020274,403
"33.62,-7.497 → 33.597,-7.491",33.61952113603591,-7.496748838417869,33.59683807186567,-7.490987136387706,404
"33.62,-7.497 → 33.624,-7.516",33.61952113603591,-7.496748838417869,33.62366627151335,-7.516339098538356,405
"33.62,-7.497 → 33.598,-7.507",33.61952113603591,-7.496748838417869,33.5983133041713,-7.507067388215285,406
"33.62,-7.497 → 33.625,-7.508",33.61952113603591,-7.496748838417869,33.6254822778288,-7.508214790020274,407
"33.624,-7.516 → 33.597,-7.491",33.62366627151335,-7.516339098538356,33.59683807186567,-7.490987136387706,408
"33.624,-7.516 → 33.62,-7.497",33.62366627151335,-7.516339098538356,33.61952113603591,-7.496748838417869,409
"33.624,-7.516 → 33.598,-7.507",33.62366627151335,-7.516339098538356,33.5983133041713,-7.507067388215285,410
"33.624,-7.516 → 33.625,-7.508",33.62366627151335,-7.516339098538356,33.6254822778288,-7.508214790020274,411
"33.598,-7.507 → 33.597,-7.491",33.5983133041713,-7.507067388215285,33.59683807186567,-7.490987136387706,412
"33.598,-7.507 → 33.62,-7.497",33.5983133041713,-7.507067388215285,33.61952113603591,-7.496748838417869,413
"33.598,-7.507 → 33.624,-7.516",33.5983133041713,-7.507067388215285,33.62366627151335,-7.516339098538356,414
"33.598,-7.507 → 33.625,-7.508",33.5983133041713,-7.507067388215285,33.6254822778288,-7.508214790020274,415
"33.625,-7.508 → 33.597,-7.491",33.6254822778288,-7.508214790020274,33.59683807186567,-7.490987136387706,416
"33.625,-7.508 → 33.62,-7.497",33.6254822778288,-7.508214790020274,33.61952113603591,-7.496748838417869,417
"33.625,-7.508 → 33.624,-7.516",33.6254822778288,-7.508214790020274,33.62366627151335,-7.516339098538356,418
"33.625,-7.508 → 33.598,-7.507",33.6254822778288,-7.508214790020274,33.5983133041713,-7.507067388215285,419
"33.6,-7.634 → 33.606,-7.619",33.59958307991021,-7.634421075102676,33.60559831974439,-7.6193587567906835,420
"33.6,-7.634 → 33.605,-7.629",33.59958307991021,-7.634421075102676,33.60534333123121,-7.628564980019771,421
"33.6,-7.634 → 33.612,-7.609",33.59958307991021,-7.634421075102676,33.61231389195819,-7.609199075481694,422
"33.6,-7.634 → 33.592,-7.638",33.59958307991021,-7.634421075102676,33.59180443723376,-7.637821262107074,423
"33.606,-7.619 → 33.6,-7.634",33.60559831974439,-7.6193587567906835,33.59958307991021,-7.634421075102676,424
"33.606,-7.619 → 33.605,-7.629",33.60559831974439,-7.6193587567906835,33.60534333123121,-7.628564980019771,425
"33.606,-7.619 → 33.612,-7.609",33.60559831974439,-7.6193587567906835,33.61231389195819,-7.609199075481694,426
"33.606,-7.619 → 33.592,-7.638",33.60559831974439,-7.6193587567906835,33.59180443723376,-7.637821262107074,427
"33.605,-7.629 → 33.6,-7.634",33.60534333123121,-7.628564980019771,33.59958307991021,-7.634421075102676,428
"33.605,-7.629 → 33.606,-7.619",33.60534333123121,-7.628564980019771,33.60559831974439,-7.6193587567906835,429
"33.605,-7.629 → 33.612,-7.609",33.60534333123121,-7.628564980019771,33.61231389195819,-7.609199075481694,430
"33.605,-7.629 → 33.592,-7.638",33.60534333123121,-7.628564980019771,33.59180443723376,-7.637821262107074,431
"33.612,-7.609 → 33.6,-7.634",33.61231389195819,-7.609199075481694,33.59958307991021,-7.634421075102676,432
"33.612,-7.609 → 33.606,-7.619",33.61231389195819,-7.609199075481694,33.60559831974439,-7.6193587567906835,433
"33.612,-7.609 → 33.605,-7.629",33.61231389195819,-7.609199075481694,33.60534333123121,-7.628564980019771,434
"33.612,-7.609 → 33.592,-7.638",33.61231389195819,-7.609199075481694,33.59180443723376,-7.637821262107074,435
"33.592,-7.638 → 33.6,-7.634",33.59180443723376,-7.637821262107074,33.59958307991021,-7.634421075102676,436
"33.592,-7.638 → 33.606,-7.619",33.59180443723376,-7.637821262107074,33.60559831974439,-7.6193587567906835,437
"33.592,-7.638 → 33.605,-7.629",33.59180443723376,-7.637821262107074,33.60534333123121,-7.628564980019771,438
"33.592,-7.638 → 33.612,-7.609",33.59180443723376,-7.637821262107074,33.61231389195819,-7.609199075481694,439
"33.486,-7.633 → 33.498,-7.651",33.48569462458445,-7.633357283646167,33.49835474797786,-7.6507546447367645,463
